識別號,漢字,漢字標音,常用度,切音,字韻,聲調,舒促聲,聲,韻,調,雅俗通標音,十五音標音,聲母號,韻母號,
6801,瞋,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6802,臻,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6803,榛,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6804,溱,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6805,蓁,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6806,烼,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6807,蒸,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6808,𤸲,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6809,珍,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6810,璡,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6811,甄,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6812,津,zin1,0.45 ,曾,巾,上平,舒聲,z,in,1,巾上平聲曾,巾一曾,8,33,
6813,身,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6814,申,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6815,呻,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6816,伸,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6817,信,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6818,㑗,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6819,侁,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6820,紳,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6821,詵,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6822,駪,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6823,騂,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6824,辛,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6825,莘,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6826,新,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6827,薪,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6828,娠,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6829,甡,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6830,勝,sin1,0.45 ,時,巾,上平,舒聲,s,in,1,巾上平聲時,巾一時,10,33,
6831,因,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6832,囙,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6833,姻,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6834,婣,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6835,茵,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6836,恩,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6837,氤,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6838,駰,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6839,殷,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6840,慇,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6841,禋,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6842,闉,qin1,0.45 ,英,巾,上平,舒聲,q,in,1,巾上平聲英,巾一英,11,33,
6843,親,cin1,0.45 ,出,巾,上平,舒聲,c,in,1,巾上平聲出,巾一出,14,33,
6844,𧡿,cin1,0.45 ,出,巾,上平,舒聲,c,in,1,巾上平聲出,巾一出,14,33,
6845,皴,cin1,0.45 ,出,巾,上平,舒聲,c,in,1,巾上平聲出,巾一出,14,33,
6846,興,hin1,0.45 ,喜,巾,上平,舒聲,h,in,1,巾上平聲喜,巾一喜,15,33,
6847,僯,lin2,0.45 ,柳,巾,上上,舒聲,l,in,2,巾上上聲柳,巾二柳,1,33,
6848,您,lin2,0.45 ,柳,巾,上上,舒聲,l,in,2,巾上上聲柳,巾二柳,1,33,
6849,橉,lin2,0.45 ,柳,巾,上上,舒聲,l,in,2,巾上上聲柳,巾二柳,1,33,
6850,稟,pin2,0.45 ,邊,巾,上上,舒聲,p,in,2,巾上上聲邊,巾二邊,2,33,
6851,禀,pin2,0.45 ,邊,巾,上上,舒聲,p,in,2,巾上上聲邊,巾二邊,2,33,
6852,箄,pin2,0.45 ,邊,巾,上上,舒聲,p,in,2,巾上上聲邊,巾二邊,2,33,
6853,臏,pin2,0.45 ,邊,巾,上上,舒聲,p,in,2,巾上上聲邊,巾二邊,2,33,
6854,謹,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6855,瑾,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6856,堇,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6857,䌍,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6858,緊,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6859,巹,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6860,𧯷,kin2,0.45 ,求,巾,上上,舒聲,k,in,2,巾上上聲求,巾二求,3,33,
6861,螼,khin2,0.45 ,去,巾,上上,舒聲,kh,in,2,巾上上聲去,巾二去,4,33,
6862,赾,khin2,0.45 ,去,巾,上上,舒聲,kh,in,2,巾上上聲去,巾二去,4,33,
6863,品,phin2,0.45 ,頗,巾,上上,舒聲,ph,in,2,巾上上聲頗,巾二頗,6,33,
6864,軫,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6865,畛,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6866,疹,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6867,胗,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6868,𦙳,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6869,袗,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6870,紾,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6871,診,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6872,鬒,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6873,縝,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6874,拯,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6875,振,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6876,儘,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6877,賮,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6878,贐,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6879,賑,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6880,㐱,zin2,0.45 ,曾,巾,上上,舒聲,z,in,2,巾上上聲曾,巾二曾,8,33,
6881,恁,jin2,0.45 ,入,巾,上上,舒聲,j,in,2,巾上上聲入,巾二入,9,33,
6882,矧,sin2,0.45 ,時,巾,上上,舒聲,s,in,2,巾上上聲時,巾二時,10,33,
6883,蜃,sin2,0.45 ,時,巾,上上,舒聲,s,in,2,巾上上聲時,巾二時,10,33,
6884,隱,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6885,𬮽,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6886,𤔌,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6887,𠃊,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6888,㒚,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6889,引,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6890,紖,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6891,靷,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6892,尹,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6893,殷,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6894,蜃,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6895,螾,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6896,蚓,qin2,0.45 ,英,巾,上上,舒聲,q,in,2,巾上上聲英,巾二英,11,33,
6897,黽,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6898,僶,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6899,敏,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6900,閔,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6901,憫,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6902,愍,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6903,泯,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6904,湣,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6905,刡,bin2,0.45 ,門,巾,上上,舒聲,b,in,2,巾上上聲門,巾二門,12,33,
6906,听,gin2,0.45 ,語,巾,上上,舒聲,g,in,2,巾上上聲語,巾二語,13,33,
6907,磭,gin2,0.45 ,語,巾,上上,舒聲,g,in,2,巾上上聲語,巾二語,13,33,
6908,㾙,hin2,0.45 ,喜,巾,上上,舒聲,h,in,2,巾上上聲喜,巾二喜,15,33,
6909,儐,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6910,擯,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6911,殯,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6912,鬢,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6913,篦,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6914,箆,pin3,0.45 ,邊,巾,上去,舒聲,p,in,3,巾上去聲邊,巾三邊,2,33,
6915,艮,kin3,0.45 ,求,巾,上去,舒聲,k,in,3,巾上去聲求,巾三求,3,33,
6916,鎮,tin3,0.45 ,地,巾,上去,舒聲,t,in,3,巾上去聲地,巾三地,5,33,
6917,䚔,phin3,0.45 ,頗,巾,上去,舒聲,ph,in,3,巾上去聲頗,巾三頗,6,33,
6918,趁,thin3,0.45 ,他,巾,上去,舒聲,th,in,3,巾上去聲他,巾三他,7,33,
6919,𮚶,thin3,0.45 ,他,巾,上去,舒聲,th,in,3,巾上去聲他,巾三他,7,33,
6920,進,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6921,晉,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6922,晋,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6923,㬜,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6924,瑨,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6925,搢,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6926,縉,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6927,侲,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6928,証,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6929,證,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6930,震,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6931,癥,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6932,症,zin3,0.45 ,曾,巾,上去,舒聲,z,in,3,巾上去聲曾,巾三曾,8,33,
6933,勝,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6934,訊,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6935,迅,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6936,汛,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6937,信,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6938,㐰,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6939,囟,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6940,𩔨,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6941,顖,sin3,0.45 ,時,巾,上去,舒聲,s,in,3,巾上去聲時,巾三時,10,33,
6942,印,qin3,0.45 ,英,巾,上去,舒聲,q,in,3,巾上去聲英,巾三英,11,33,
6943,㒚,qin3,0.45 ,英,巾,上去,舒聲,q,in,3,巾上去聲英,巾三英,11,33,
6944,櫬,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6945,儭,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6946,襯,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6947,稱,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6948,秤,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6949,濪,cin3,0.45 ,出,巾,上去,舒聲,c,in,3,巾上去聲出,巾三出,14,33,
6950,釁,hin3,0.45 ,喜,巾,上去,舒聲,h,in,3,巾上去聲喜,巾三喜,15,33,
6951,興,hin3,0.45 ,喜,巾,上去,舒聲,h,in,3,巾上去聲喜,巾三喜,15,33,
6952,尼,lit4,0.45 ,柳,巾,上入,促聲,l,it,4,巾上入聲柳,巾四柳,1,34,
6953,窒,lit4,0.45 ,柳,巾,上入,促聲,l,it,4,巾上入聲柳,巾四柳,1,34,
6954,蹕,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6955,𠌫,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6956,㓖,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6957,嗶,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6958,熚,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6959,畢,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6960,篳,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6961,韠,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6962,必,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6963,珌,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6964,㻫,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6965,筆,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6966,笔,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6967,㩺,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6968,觱,pit4,0.45 ,邊,巾,上入,促聲,p,it,4,巾上入聲邊,巾四邊,2,34,
6969,吉,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6970,丮,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6971,佶,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6972,姞,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6973,桔,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6974,蛣,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6975,橘,kit4,0.45 ,求,巾,上入,促聲,k,it,4,巾上入聲求,巾四求,3,34,
6976,乞,khit4,0.45 ,去,巾,上入,促聲,kh,it,4,巾上入聲去,巾四去,4,34,
6977,匹,phit4,0.45 ,頗,巾,上入,促聲,ph,it,4,巾上入聲頗,巾四頗,6,34,
6978,疋,phit4,0.45 ,頗,巾,上入,促聲,ph,it,4,巾上入聲頗,巾四頗,6,34,
6979,勅,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6980,敕,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6981,勑,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6982,遫,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6983,飭,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6984,𪀦,thit4,0.45 ,他,巾,上入,促聲,th,it,4,巾上入聲他,巾四他,7,34,
6985,騭,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6986,瘠,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6987,𩺀,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6988,鯽,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6989,鶺,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6990,脊,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6991,塉,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6992,侄,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6993,厔,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6994,挃,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6995,桎,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6996,窒,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6997,銍,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6998,郅,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
6999,㗧,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7000,𧫡,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7001,職,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7002,織,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7003,摭,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7004,質,zit4,0.45 ,曾,巾,上入,促聲,z,it,4,巾上入聲曾,巾四曾,8,34,
7005,式,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7006,拭,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7007,息,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7008,𦞜,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7009,媳,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7010,𥰝,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7011,識,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7012,失,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7013,悉,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7014,蟋,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7015,室,sit4,0.45 ,時,巾,上入,促聲,s,it,4,巾上入聲時,巾四時,10,34,
7016,一,qit4,0.45 ,英,巾,上入,促聲,q,it,4,巾上入聲英,巾四英,11,34,
7017,弌,qit4,0.45 ,英,巾,上入,促聲,q,it,4,巾上入聲英,巾四英,11,34,
7018,壹,qit4,0.45 ,英,巾,上入,促聲,q,it,4,巾上入聲英,巾四英,11,34,
7019,乙,qit4,0.45 ,英,巾,上入,促聲,q,it,4,巾上入聲英,巾四英,11,34,
7020,鳦,qit4,0.45 ,英,巾,上入,促聲,q,it,4,巾上入聲英,巾四英,11,34,
7021,仡,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7022,㐹,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7023,吃,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7024,屹,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7025,汔,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7026,矻,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7027,迄,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7028,紇,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7029,訖,git4,0.45 ,語,巾,上入,促聲,g,it,4,巾上入聲語,巾四語,13,34,
7030,七,cit4,0.45 ,出,巾,上入,促聲,c,it,4,巾上入聲出,巾四出,14,34,
7031,柒,cit4,0.45 ,出,巾,上入,促聲,c,it,4,巾上入聲出,巾四出,14,34,
7032,肸,hit4,0.45 ,喜,巾,上入,促聲,h,it,4,巾上入聲喜,巾四喜,15,34,
7033,肹,hit4,0.45 ,喜,巾,上入,促聲,h,it,4,巾上入聲喜,巾四喜,15,34,
7034,𥄖,hit4,0.45 ,喜,巾,上入,促聲,h,it,4,巾上入聲喜,巾四喜,15,34,
7035,肐,hit4,0.45 ,喜,巾,上入,促聲,h,it,4,巾上入聲喜,巾四喜,15,34,
7036,瞲,hit4,0.45 ,喜,巾,上入,促聲,h,it,4,巾上入聲喜,巾四喜,15,34,
7037,璘,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7038,鄰,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7039,隣,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7040,潾,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7041,燐,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7042,驎,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7043,麟,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7044,鱗,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7045,轔,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7046,憐,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7047,嶙,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7048,磷,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7049,粼,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7050,𥻘,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7051,㷠,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7052,粦,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7053,僯,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7054,麐,lin5,0.45 ,柳,巾,下平,舒聲,l,in,5,巾下平聲柳,巾五柳,1,33,
7055,貧,pin5,0.45 ,邊,巾,下平,舒聲,p,in,5,巾下平聲邊,巾五邊,2,33,
7056,頻,pin5,0.45 ,邊,巾,下平,舒聲,p,in,5,巾下平聲邊,巾五邊,2,33,
