識別號,漢字,聲母,韻母,聲調,常用度,台語音標聲母,台語音標韻母,台語音標拼音,方音符號聲母,方音符號韻母,方音符號注音,聲母識別碼,韻母識別碼,聲調識別碼
5104,詁,求,沽,下去,,k,oo,koo7,ㄍ,ㆦ,ㄍㆦ7,3,21,7
5105,豆,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5106,荳,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5107,痘,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5108,逗,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5109,脰,地,沽,下去,0.01 ,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5110,度,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5111,渡,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5112,𡍨,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5113,鍍,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5114,土,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5115,杜,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5116,肚,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5117,荰,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5118,䲧,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5119,讀,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5120,竇,地,沽,下去,,t,oo,too7,ㄉ,ㆦ,ㄉㆦ7,5,21,7
5121,簿,頗,沽,下去,,ph,oo,phoo7,ㄆ,ㆦ,ㄆㆦ7,6,21,7
5122,祚,曾,沽,下去,,z,oo,zoo7,ㄗ,ㆦ,ㄗㆦ7,8,21,7
5123,驟,曾,沽,下去,,z,oo,zoo7,ㄗ,ㆦ,ㄗㆦ7,8,21,7
5124,助,曾,沽,下去,,z,oo,zoo7,ㄗ,ㆦ,ㄗㆦ7,8,21,7
5125,戊,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5126,茂,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5127,懋,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5128,𠊮,門,沽,下去,0.01 ,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5129,獓,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5130,募,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5131,墓,門,沽,下去,0.01 ,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5132,幕,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5133,幙,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5134,慕,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5135,暮,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5136,莫,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5137,貿,門,沽,下去,,b,oo,boo7,ㆠ,ㆦ,ㆠㆦ7,12,21,7
5138,悟,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5139,晤,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5140,寤,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5141,俉,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5142,悞,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5143,誤,語,沽,下去,,g,oo,goo7,ㆣ,ㆦ,ㆣㆦ7,13,21,7
5144,后,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5145,後,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5146,乎,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5147,互,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5148,沍,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5149,楛,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5150,戶,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5151,逅,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5152,扈,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5153,槴,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5154,護,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5155,濩,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5156,矱,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5157,蠖,喜,沽,下去,0.01 ,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5158,穫,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5159,鑊,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5160,厚,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5161,候,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5162,𠋫,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5163,䞀,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5164,祜,喜,沽,下去,,h,oo,hoo7,ㄏ,ㆦ,ㄏㆦ7,15,21,7
5165,㾭,柳,嬌,上平,,l,iau,liau1,ㄌ,ㄧㄠ,ㄌㄧㄠ1,1,23,1
5166,㟽,邊,嬌,上平,,p,iau,piau1,ㄅ,ㄧㄠ,ㄅㄧㄠ1,2,23,1
5167,臕,邊,嬌,上平,,p,iau,piau1,ㄅ,ㄧㄠ,ㄅㄧㄠ1,2,23,1
5168,標,邊,嬌,上平,,p,iau,piau1,ㄅ,ㄧㄠ,ㄅㄧㄠ1,2,23,1
5169,嬌,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5170,憍,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5171,驕,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5172,簥,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5173,僥,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5174,嘄,求,嬌,上平,,k,iau,kiau1,ㄍ,ㄧㄠ,ㄍㄧㄠ1,3,23,1
5175,橇,去,嬌,上平,0.01 ,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5176,撬,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5177,𢿣,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5178,蹺,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5179,蹻,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5180,嶠,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5181,嘺,去,嬌,上平,,kh,iau,khiau1,ㄎ,ㄧㄠ,ㄎㄧㄠ1,4,23,1
5182,朝,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5183,彫,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5184,凋,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5185,雕,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5186,琱,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5187,刁,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5188,𩾒,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5189,鳭,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5190,貂,地,嬌,上平,,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5191,鼦,地,嬌,上平,0.01 ,t,iau,tiau1,ㄉ,ㄧㄠ,ㄉㄧㄠ1,5,23,1
5192,儦,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5193,瀌,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5194,麃,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5195,鑣,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5196,鏢,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5197,穮,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5198,猋,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5199,摽,頗,嬌,上平,0.01 ,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5200,漂,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5201,熛,頗,嬌,上平,0.01 ,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5202,縹,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5203,飄,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5204,飃,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5205,飆,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5206,飇,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5207,螵,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5208,杓,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5209,魒,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5210,翲,頗,嬌,上平,0.01 ,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5211,瞟,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5212,勡,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5213,慓,頗,嬌,上平,,ph,iau,phiau1,ㄆ,ㄧㄠ,ㄆㄧㄠ1,6,23,1
5214,佻,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5215,恌,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5216,祧,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5217,挑,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5218,刁,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5219,忉,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5220,弨,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5221,超,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5222,祒,他,嬌,上平,,th,iau,thiau1,ㄊ,ㄧㄠ,ㄊㄧㄠ1,7,23,1
5223,焦,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5224,蕉,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5225,瞧,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5226,膲,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5227,僬,曾,嬌,上平,0.01 ,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5228,嶕,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5229,椒,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5230,招,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5231,昭,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5232,巶,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5233,炤,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5234,釗,曾,嬌,上平,,z,iau,ziau1,ㄗ,ㄧㄠ,ㄗㄧㄠ1,8,23,1
5235,消,時,嬌,上平,0.01 ,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5236,俏,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5237,綃,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5238,宵,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5239,痟,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5240,𢈭,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5241,霄,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5242,踃,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5243,逍,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5244,蛸,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5245,銷,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5246,魈,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5247,硝,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5248,焇,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5249,彇,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5250,潚,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5251,簫,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5252,蕭,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5253,翛,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5254,燒,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5255,稍,時,嬌,上平,,s,iau,siau1,ㄙ,ㄧㄠ,ㄙㄧㄠ1,10,23,1
5256,夭,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5257,妖,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5258,祅,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5259,幺,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5260,么,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5261,要,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5262,喓,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5263,腰,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5264,䙅,英,嬌,上平,0.01 ,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5265,葽,英,嬌,上平,,q,iau,qiau1,,ㄧㄠ,ㄧㄠ1,11,23,1
5266,鍫,出,嬌,上平,,c,iau,ciau1,ㄘ,ㄧㄠ,ㄘㄧㄠ1,14,23,1
5267,鍬,出,嬌,上平,,c,iau,ciau1,ㄘ,ㄧㄠ,ㄘㄧㄠ1,14,23,1
5268,儌,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5269,憿,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5270,徼,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5271,獥,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5272,噭,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5273,邀,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5274,呺,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5275,嘵,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5276,枵,喜,嬌,上平,0.01 ,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5277,鴞,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5278,𠑪,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5279,梟,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5280,𥄉,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5281,県,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5282,囂,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5283,𠾅,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5284,驍,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5285,嫋,喜,嬌,上平,,h,iau,hiau1,ㄏ,ㄧㄠ,ㄏㄧㄠ1,15,23,1
5286,了,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5287,嫋,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5288,蓼,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5289,嫽,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5290,撩,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5291,憭,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5292,瞭,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5293,繚,柳,嬌,上上,,l,iau,liau2,ㄌ,ㄧㄠ,ㄌㄧㄠ2,1,23,2
5294,表,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5295,婊,邊,嬌,上上,0.01 ,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5296,殍,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5297,莩,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5298,㟽,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5299,摽,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5300,𢷋,邊,嬌,上上,,p,iau,piau2,ㄅ,ㄧㄠ,ㄅㄧㄠ2,2,23,2
5301,皎,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5302,矯,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5303,蹻,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5304,攪,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5305,灚,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5306,繳,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5307,儌,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5308,曒,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5309,皦,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5310,噭,求,嬌,上上,,k,iau,kiau2,ㄍ,ㄧㄠ,ㄍㄧㄠ2,3,23,2
5311,髜,去,嬌,上上,,kh,iau,khiau2,ㄎ,ㄧㄠ,ㄎㄧㄠ2,4,23,2
5312,𠌵,地,嬌,上上,,t,iau,tiau2,ㄉ,ㄧㄠ,ㄉㄧㄠ2,5,23,2
5313,䄪,地,嬌,上上,,t,iau,tiau2,ㄉ,ㄧㄠ,ㄉㄧㄠ2,5,23,2
5314,𢁕,地,嬌,上上,,t,iau,tiau2,ㄉ,ㄧㄠ,ㄉㄧㄠ2,5,23,2
5315,㒛,地,嬌,上上,,t,iau,tiau2,ㄉ,ㄧㄠ,ㄉㄧㄠ2,5,23,2
5316,剽,頗,嬌,上上,,ph,iau,phiau2,ㄆ,ㄧㄠ,ㄆㄧㄠ2,6,23,2
5317,皫,頗,嬌,上上,,ph,iau,phiau2,ㄆ,ㄧㄠ,ㄆㄧㄠ2,6,23,2
5318,窕,他,嬌,上上,0.01 ,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5319,挑,他,嬌,上上,,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5320,掉,他,嬌,上上,,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5321,巐,他,嬌,上上,,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5322,誂,他,嬌,上上,,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5323,𠻩,他,嬌,上上,,th,iau,thiau2,ㄊ,ㄧㄠ,ㄊㄧㄠ2,7,23,2
5324,沼,曾,嬌,上上,0.01 ,z,iau,ziau2,ㄗ,ㄧㄠ,ㄗㄧㄠ2,8,23,2
5325,爪,入,嬌,上上,,j,iau,jiau2,ㆡ,ㄧㄠ,ㆡㄧㄠ2,9,23,2
5326,抓,入,嬌,上上,,j,iau,jiau2,ㆡ,ㄧㄠ,ㆡㄧㄠ2,9,23,2
5327,擾,入,嬌,上上,,j,iau,jiau2,ㆡ,ㄧㄠ,ㆡㄧㄠ2,9,23,2
5328,繞,入,嬌,上上,,j,iau,jiau2,ㆡ,ㄧㄠ,ㆡㄧㄠ2,9,23,2
5329,遶,入,嬌,上上,,j,iau,jiau2,ㆡ,ㄧㄠ,ㆡㄧㄠ2,9,23,2
5330,小,時,嬌,上上,,s,iau,siau2,ㄙ,ㄧㄠ,ㄙㄧㄠ2,10,23,2
5331,少,時,嬌,上上,,s,iau,siau2,ㄙ,ㄧㄠ,ㄙㄧㄠ2,10,23,2
5332,篠,時,嬌,上上,,s,iau,siau2,ㄙ,ㄧㄠ,ㄙㄧㄠ2,10,23,2
5333,嬲,時,嬌,上上,,s,iau,siau2,ㄙ,ㄧㄠ,ㄙㄧㄠ2,10,23,2
5334,夭,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5335,殀,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5336,舀,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5337,窈,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5338,鷕,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5339,𩈏,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5340,穾,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
5341,偠,英,嬌,上上,,q,iau,qiau2,,ㄧㄠ,ㄧㄠ2,11,23,2
