識別號,漢字,聲母,韻母,聲調,常用度,台語音標聲母,台語音標韻母,台語音標拼音,方音符號聲母,方音符號韻母,方音符號注音,聲母識別碼,韻母識別碼,聲調識別碼
4841,詛,曾,沽,上上,,z,oo,zoo2,ㄗ,ㆦ,ㄗㆦ2,8,21,2
4842,叟,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4843,瞍,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4844,瘦,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4845,𠋢,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4846,傁,時,沽,上上,0.01 ,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4847,摟,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4848,漊,時,沽,上上,0.01 ,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4849,漱,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4850,溯,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4851,遡,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4852,艘,時,沽,上上,,s,oo,soo2,ㄙ,ㆦ,ㄙㆦ2,10,21,2
4853,隖,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4854,塢,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4855,鄔,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4856,嵨,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4857,瑦,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4858,溩,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4859,漚,英,沽,上上,0.01 ,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4860,嫗,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4861,嘔,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4862,歐,英,沽,上上,0.01 ,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4863,甌,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4864,喒,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4865,埡,英,沽,上上,,q,oo,qoo2,,ㆦ,ㆦ2,11,21,2
4866,畝,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4867,畆,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4868,牡,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4869,姥,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4870,姆,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4871,母,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4872,某,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4873,厶,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4874,栂,門,沽,上上,,b,oo,boo2,ㆠ,ㆦ,ㆠㆦ2,12,21,2
4875,楚,出,沽,上上,0.01 ,c,oo,coo2,ㄘ,ㆦ,ㄘㆦ2,14,21,2
4876,濋,出,沽,上上,,c,oo,coo2,ㄘ,ㆦ,ㄘㆦ2,14,21,2
4877,礎,出,沽,上上,,c,oo,coo2,ㄘ,ㆦ,ㄘㆦ2,14,21,2
4878,虎,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4879,䗂,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4880,否,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4881,不,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4882,岵,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4883,滸,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4884,缶,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4885,吼,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4886,冔,喜,沽,上上,,h,oo,hoo2,ㄏ,ㆦ,ㄏㆦ2,15,21,2
4887,布,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4888,佈,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4889,抪,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4890,怖,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4891,𧦞,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4892,傅,邊,沽,上去,,p,oo,poo3,ㄅ,ㆦ,ㄅㆦ3,2,21,3
4893,固,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4894,痼,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4895,錮,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4896,雇,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4897,僱,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4898,顧,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4899,句,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4900,雊,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4901,夠,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4902,媾,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4903,構,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4904,搆,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4905,購,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4906,遘,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4907,覯,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4908,姤,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4909,詬,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4910,彀,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4911,故,求,沽,上去,,k,oo,koo3,ㄍ,ㆦ,ㄍㆦ3,3,21,3
4912,叩,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4913,扣,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4914,𥲃,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4915,寇,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4916,蔻,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4917,佝,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4918,袴,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4919,褲,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4920,庫,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4921,釦,去,沽,上去,,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4922,𩊓,去,沽,上去,0.01 ,kh,oo,khoo3,ㄎ,ㆦ,ㄎㆦ3,4,21,3
4923,鬭,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4924,鬪,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4925,鬦,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4926,鬥,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4927,妒,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4928,妬,地,沽,上去,0.01 ,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4929,柘,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4930,蠹,地,沽,上去,0.01 ,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4931,斁,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4932,𪐞,地,沽,上去,,t,oo,too3,ㄉ,ㆦ,ㄉㆦ3,5,21,3
4933,鋪,頗,沽,上去,0.01 ,ph,oo,phoo3,ㄆ,ㆦ,ㄆㆦ3,6,21,3
4934,舖,頗,沽,上去,,ph,oo,phoo3,ㄆ,ㆦ,ㄆㆦ3,6,21,3
4935,兔,他,沽,上去,,th,oo,thoo3,ㄊ,ㆦ,ㄊㆦ3,7,21,3
4936,兎,他,沽,上去,,th,oo,thoo3,ㄊ,ㆦ,ㄊㆦ3,7,21,3
4937,菟,他,沽,上去,,th,oo,thoo3,ㄊ,ㆦ,ㄊㆦ3,7,21,3
4938,吐,他,沽,上去,,th,oo,thoo3,ㄊ,ㆦ,ㄊㆦ3,7,21,3
4939,透,他,沽,上去,,th,oo,thoo3,ㄊ,ㆦ,ㄊㆦ3,7,21,3
4940,奏,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4941,湊,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4942,輳,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4943,祚,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4944,咀,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4945,簇,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4946,做,曾,沽,上去,,z,oo,zoo3,ㄗ,ㆦ,ㄗㆦ3,8,21,3
4947,素,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4948,傃,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4949,愫,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4950,𩝥,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4951,訴,時,沽,上去,0.01 ,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4952,愬,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4953,溯,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4954,塑,時,沽,上去,0.01 ,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4955,疏,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4956,潄,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4957,漱,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4958,嗽,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4959,瘶,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4960,數,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4961,泝,時,沽,上去,,s,oo,soo3,ㄙ,ㆦ,ㄙㆦ3,10,21,3
4962,惡,英,沽,上去,,q,oo,qoo3,,ㆦ,ㆦ3,11,21,3
4963,僫,英,沽,上去,,q,oo,qoo3,,ㆦ,ㆦ3,11,21,3
4964,亞,英,沽,上去,,q,oo,qoo3,,ㆦ,ㆦ3,11,21,3
4965,錯,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4966,醋,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4967,阼,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4968,祚,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4969,䄍,出,沽,上去,0.01 ,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4970,蜡,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4971,措,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4972,厝,出,沽,上去,,c,oo,coo3,ㄘ,ㆦ,ㄘㆦ3,14,21,3
4973,戽,喜,沽,上去,,h,oo,hoo3,ㄏ,ㆦ,ㄏㆦ3,15,21,3
4974,𣶉,喜,沽,上去,,h,oo,hoo3,ㄏ,ㆦ,ㄏㆦ3,15,21,3
4975,樓,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4976,僂,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4977,摟,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4978,婁,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4979,縷,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4980,螻,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4981,髏,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4982,鏤,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4983,瘻,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4984,蔞,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4985,䝏,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4986,𧷡,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4987,壚,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4988,瀘,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4989,臚,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4990,爐,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4991,𤬛,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4992,蘆,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4993,纑,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4994,顱,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4995,鸕,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4996,鱸,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4997,轤,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4998,盧,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
4999,奴,柳,沽,下平,,l,oo,loo5,ㄌ,ㆦ,ㄌㆦ5,1,21,5
5000,蒲,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5001,莆,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5002,葡,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5003,匍,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5004,捕,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5005,𢼹,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5006,酺,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5007,逋,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5008,餔,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5009,裒,邊,沽,下平,0.01 ,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5010,𧝘,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5011,抔,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5012,苞,邊,沽,下平,,p,oo,poo5,ㄅ,ㆦ,ㄅㆦ5,2,21,5
5013,糊,求,沽,下平,,k,oo,koo5,ㄍ,ㆦ,ㄍㆦ5,3,21,5
5014,𪍒,求,沽,下平,,k,oo,koo5,ㄍ,ㆦ,ㄍㆦ5,3,21,5
5015,瘔,去,沽,下平,,kh,oo,khoo5,ㄎ,ㆦ,ㄎㆦ5,4,21,5
5016,㾰,去,沽,下平,,kh,oo,khoo5,ㄎ,ㆦ,ㄎㆦ5,4,21,5
5017,芤,去,沽,下平,,kh,oo,khoo5,ㄎ,ㆦ,ㄎㆦ5,4,21,5
5018,圖,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5019,梌,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5020,涂,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5021,荼,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5022,途,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5023,酴,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5024,屠,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5025,塗,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5026,瘏,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5027,投,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5028,骰,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5029,徒,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5030,啚,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5031,𪜱,地,沽,下平,,t,oo,too5,ㄉ,ㆦ,ㄉㆦ5,5,21,5
5032,菩,頗,沽,下平,,ph,oo,phoo5,ㄆ,ㆦ,ㄆㆦ5,6,21,5
5033,頭,他,沽,下平,,th,oo,thoo5,ㄊ,ㆦ,ㄊㆦ5,7,21,5
5034,齟,曾,沽,下平,,z,oo,zoo5,ㄗ,ㆦ,ㄗㆦ5,8,21,5
5035,謀,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5036,謨,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5037,侔,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5038,牟,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5039,眸,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5040,䏬,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5041,膜,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5042,模,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5043,嫫,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5044,摸,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5045,摹,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5046,漠,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5047,蟊,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5048,麰,門,沽,下平,,b,oo,boo5,ㆠ,ㆦ,ㆠㆦ5,12,21,5
5049,吾,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5050,浯,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5051,梧,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5052,珸,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5053,䓊,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5054,鯃,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5055,𩶭,語,沽,下平,0.01 ,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5056,鼯,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5057,吳,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5058,蜈,語,沽,下平,,g,oo,goo5,ㆣ,ㆦ,ㆣㆦ5,13,21,5
5059,侯,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5060,矦,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5061,喉,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5062,猴,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5063,篌,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5064,糇,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5065,餱,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5066,鍭,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5067,壺,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5068,湖,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5069,瑚,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5070,猢,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5071,蝴,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5072,餬,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5073,鶘,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5074,狐,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5075,弧,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5076,瓠,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5077,鬍,喜,沽,下平,,h,oo,hoo5,ㄏ,ㆦ,ㄏㆦ5,15,21,5
5078,路,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5079,潞,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5080,璐,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5081,露,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5082,鷺,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5083,蕗,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5084,賂,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5085,輅,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5086,漏,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5087,瘺,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5088,陋,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5089,弩,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5090,滷,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5091,僂,柳,沽,下去,,l,oo,loo7,ㄌ,ㆦ,ㄌㆦ7,1,21,7
5092,步,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5093,歩,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5094,𧌂,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5095,埠,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5096,勏,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5097,篰,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5098,部,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5099,哺,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5100,捕,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5101,餔,邊,沽,下去,,p,oo,poo7,ㄅ,ㆦ,ㄅㆦ7,2,21,7
5102,怙,求,沽,下去,,k,oo,koo7,ㄍ,ㆦ,ㄍㆦ7,3,21,7
5103,𢛅,求,沽,下去,,k,oo,koo7,ㄍ,ㆦ,ㄍㆦ7,3,21,7
