字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
14869,賜,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14766
14870,𧀩,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14767
14871,澌,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14768
14872,𣩠,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14769
14873,儩,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14770
14874,杫,si3,斯,義,24,心,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14771
14875,爲,Øui7,于,偽,40,云,Ø,喉音,次濁,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,826
14876,䞈,kui3,詭,偽,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14773
14877,垝,kui3,詭,偽,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,10014
14878,㩻,kui3,詭,偽,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,969
14879,攱,kui3,詭,偽,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,10017
14880,𢈌,kui3,詭,偽,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14777
14881,帔,phi3,披,義,2,滂,ph,脣音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,888
14882,秛,phi3,披,義,2,滂,ph,脣音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,896
14883,襬,phi3,披,義,2,滂,ph,脣音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,908
14884,賁,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1918
14885,佊,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,9992
14886,詖,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,900
14887,貱,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14784
14888,陂,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,899
14889,跛,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,13063
14890,藣,pi3,彼,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,909
14891,髲,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14788
14892,被,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,9994
14893,鞁,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14790
14894,㢰,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14791
14895,旇,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,895
14896,𤿙,pi7,平,義,3,並,p,脣音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14793
14897,累,lui7,良,偽,41,來,l,半舌音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,10038
14898,寄,ki3,居,義,17,見,k,牙音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14795
14899,䐀,ki3,居,義,17,見,k,牙音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14796
14900,徛,ki3,居,義,17,見,k,牙音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10045
14901,臂,pi3,卑,義,1,幫,p,脣音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14798
14902,芰,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14799
14903,騎,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,918
14904,鬾,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,921
14905,輢,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,10053
14906,䝸,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14803
14907,㧘,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,3271
14908,汥,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,768
14909,䛋,ki7,奇,寄,19,群,k,牙音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14806
14910,刺,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14807
14911,刾,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14808
14912,㢀,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14809
14913,朿,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14810
14914,㡹,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14811
14915,𧧒,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14812
14916,莿,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14813
14917,庛,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14814
14918,蛓,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14815
14919,䛋,ci3,七,賜,22,清,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14806
14920,易,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14817
14921,㑥,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14818
14922,貤,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14819
14923,伿,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14742
14924,㒾,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14821
14925,敡,Øi7,以,豉,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14822
14926,施,Øi7,以,寘,39,以,Ø,喉音,次濁,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,1111
14927,議,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14823
14928,誼,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14824
14929,竩,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14825
14930,𥫃,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14826
14931,𩈭,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14827
14932,義,gi7,宜,寄,20,疑,g,牙音,次濁,收聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14828
14933,譬,phi3,匹,賜,2,滂,ph,脣音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14829
14934,㵨,phi3,匹,賜,2,滂,ph,脣音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14830
14935,漬,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14831
14936,眥,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14832
14937,𦎸,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14765
14938,㧘,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,3271
14939,㱴,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14835
14940,髊,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,14836
14941,骴,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,1051
14942,胔,zi7,疾,智,23,從,z,齒音,全濁, ,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,濁去,7,1055
14943,智,ti3,知,義,13,知,t,舌音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14839
14944,𣉻,ti3,知,義,13,知,t,舌音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14840
14945,潪,ti3,知,義,13,知,t,舌音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14841
14946,倚,Øi3,於,義,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10049
14947,輢,Øi3,於,義,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10053
14948,陭,Øi3,於,義,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1193
14949,縋,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14845
14950,膇,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14846
14951,槌,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,1590
14952,錘,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,870
14953,腄,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,1251
14954,甀,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,871
14955,硾,tui7,馳,偽,15,澄,t,舌音,全濁, ,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14851
14956,吹,cui3,尺,偽,29,昌,c,齒音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,884
14957,䶴,cui3,尺,偽,29,昌,c,齒音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,886
14958,𥞃,cui3,尺,偽,29,昌,c,齒音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14854
14959,戲,hi3,香,義,37,曉,h,喉音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,957
14960,嚱,hi3,香,義,37,曉,h,喉音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14856
14961,企,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10243
14962,𢺵,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14858
14963,跂,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,943
14964,𨑤,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14860
14965,蚑,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,934
14966,吱,khi3,去,智,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14862
14967,縊,Øi3,於,賜,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14863
14968,㱲,Øi3,於,賜,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14864
14969,螠,Øi3,於,賜,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14865
14970,翅,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14866
14971,翄,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,937
14972,𦐊,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14868
14973,施,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1111
14974,馶,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,780
14975,啻,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14871
14976,鍦,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1114
14977,䗐,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1118
14978,䧴,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,785
14979,卶,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14875
14980,𤖻,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,6003
14981,㒾,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14821
14982,翨,si3,施,智,33,書,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14878
14983,屣,si3,所,寄,32,生,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10140
14984,灑,si3,所,寄,32,生,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10135
14985,𩌦,si3,所,寄,32,生,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10139
14986,襹,si3,所,寄,32,生,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1222
14987,曬,si3,所,寄,32,生,s,齒音,全清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14883
14988,觖,khui3,窺,瑞,18,溪,kh,牙音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14884
14989,餧,Øui3,於,偽,36,影,Ø,喉音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,11321
14990,萎,Øui3,於,偽,36,影,Ø,喉音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,842
14991,䍴,Øui3,於,偽,36,影,Ø,喉音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,10010
14992,𣨙,Øui3,於,偽,36,影,Ø,喉音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,841
14993,僞,gui7,危,睡,20,疑,g,牙音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14889
14994,毀,hui3,況,偽,37,曉,h,喉音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,9996
14995,恚,Øi3,於,避,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14891
14996,㜇,Øi3,於,避,36,影,Ø,喉音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14892
14997,睡,sui7,是,偽,34,禪,s,齒音,全濁,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14893
14998,瑞,sui7,是,偽,34,禪,s,齒音,全濁,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14894
14999,𨿠,sui7,是,偽,34,禪,s,齒音,全濁,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,877
15000,䅜,sui7,是,偽,34,禪,s,齒音,全濁,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,13022
15001,馶,ki3,居,企,17,見,k,牙音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,780
15002,翨,ki3,居,企,17,見,k,牙音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14878
15003,䄲,jui7,而,瑞,42,日,j,半齒音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14899
15004,卶,ci3,充,豉,29,昌,c,齒音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14875
15005,䅗,sui2,思,累,24,心,s,齒音,全清,送氣,23,05合細,ui,5,止,上,上04紙,紙,合細,3,合,清上,2,14901
15006,瀡,sui2,思,累,24,心,s,齒音,全清,送氣,23,05合細,ui,5,止,上,上04紙,紙,合細,3,合,清上,2,14902
15007,娷,tui3,竹,恚,13,知,t,舌音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14903
15008,諈,tui3,竹,恚,13,知,t,舌音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14904
15009,瓗,Øui7,以,睡,39,以,Ø,喉音,次濁,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14905
15010,纗,Øui7,以,睡,39,以,Ø,喉音,次濁,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,1232
15011,䜜,Øui7,以,睡,39,以,Ø,喉音,次濁,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14907
15012,贀,Øui7,以,睡,39,以,Ø,喉音,次濁,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14908
15013,諉,lui7,女,恚,16,娘,l,舌音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14909
15014,㨅,lui7,女,恚,16,娘,l,舌音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14910
15015,㢻,lui7,女,恚,16,娘,l,舌音,次濁,收聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,濁去,7,14911
15016,瞡,kui3,規,恚,17,見,k,牙音,全清,發聲,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,14912
15017,𧙁,zi3,爭,義,26,莊,z,齒音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14913
15018,𤿙,zi3,爭,義,26,莊,z,齒音,全清,發聲,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,14793
15019,孈,hui3,呼,恚,37,曉,h,喉音,次清,送氣,25,05合細,ui,5,止,去,去05寘,寘,合細,3,合,清去,3,10129
15020,㞆,khi3,卿,義,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,10057
15021,掎,khi3,卿,義,18,溪,kh,牙音,次清,送氣,24,05開細,i,5,止,去,去05寘,寘,開細,3,開,清去,3,1077
15022,至,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14918
15023,摯,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14919
15024,贄,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14920
15025,鷙,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14921
15026,礩,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14922
15027,䥍,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14923
15028,鴲,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,1271
15029,懥,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14925
15030,䲀,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14926
15031,𩊝,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14927
15032,𩊞,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14928
15033,𢄢,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14929
15034,𡠗,zi3,脂,利,27,章,z,齒音,全清,發聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,清去,3,14930
15035,位,Øui7,于,愧,40,云,Ø,喉音,次濁,發聲,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14931
15036,郿,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,1545
15037,媚,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14933
15038,魅,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14934
15039,鬽,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14935
15040,篃,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14936
15041,蝞,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14937
15042,嚜,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14938
15043,䉋,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14939
15044,煝,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,14940
15045,娓,mi7,明,祕,4,明,m,脣音,次濁,收聲,30,06開細,i,6,止,去,去06至,至,開細,3,開,濁去,7,10525
15046,遂,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14942
15047,彗,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14943
15048,隧,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14944
15049,襚,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14945
15050,旞,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14946
15051,璲,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14947
15052,檖,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14948
15053,𣔾,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14949
15054,𤓫,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14950
15055,𤎩,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14951
15056,燧,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14952
15057,澻,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14953
15058,䡵,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14954
15059,鐆,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14955
15060,鐩,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14956
15061,穟,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14957
15062,𦼯,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14958
15063,蔧,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14959
15064,𦂁,sui7,徐,醉,25,邪,s,齒音,全濁,送氣,31,06合細,ui,6,止,去,去06至,至,合細,3,合,濁去,7,14960
