字號,漢字,標音,上字,下字,上字號,聲母,聲母標音,七聲類,清濁,發送收,下字號,韻母,韻母標音,韻目列號,攝,調,目次,韻目,等呼,等,呼,廣韻調名,台羅聲調,字義識別號
7933,㜲,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7883
7934,瀛,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7884
7935,籝,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7885
7936,楹,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7886
7937,贏,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7887
7938,𤟣,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7888
7939,䕦,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7889
7940,𨜏,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7890
7941,𦝚,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7891
7942,攍,Øing5,以,成,39,以,Ø,喉音,次濁,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7892
7943,營,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7893
7944,鎣,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7894
7945,塋,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7895
7946,䁝,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7896
7947,濴,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7897
7948,謍,Øing5,余,傾,39,以,Ø,喉音,次濁,發聲,230,46合細,ing,46,梗,平,下平14清,清,合細,3,合,濁平,5,7584
7949,嬰,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7899
7950,瓔,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7900
7951,纓,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7901
7952,攖,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7902
7953,𨟙,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7903
7954,賏,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7904
7955,蘡,Øing1,於,盈,36,影,Ø,喉音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7905
7956,貞,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7906
7957,楨,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7907
7958,禎,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7908
7959,𨜓,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7909
7960,湞,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7833
7961,𨺟,ting1,陟,盈,13,知,t,舌音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7911
7962,檉,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7912
7963,偵,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7913
7964,赬,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7914
7965,䞓,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7915
7966,䟓,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7616
7967,竀,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7617
7968,蟶,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7918
7969,虰,thing1,丑,貞,14,徹,th,舌音,次清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7835
7970,成,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7920
7971,𢦩,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7921
7972,城,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7922
7973,誠,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7923
7974,宬,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7924
7975,郕,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7925
7976,筬,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7926
7977,盛,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7927
7978,珹,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7928
7979,䫆,sing5,是,征,34,禪,s,齒音,全濁,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7699
7980,呈,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7930
7981,程,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7931
7982,酲,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7932
7983,𨜓,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7909
7984,珵,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7934
7985,䇸,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7935
7986,裎,ting5,直,貞,15,澄,t,舌音,全濁, ,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,濁平,5,7936
7987,聲,sing1,書,盈,33,書,s,齒音,全清,送氣,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7937
7988,征,zing1,諸,盈,27,章,z,齒音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7938
7989,𨒌,zing1,諸,盈,27,章,z,齒音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,#N/A
7990,鯖,zing1,諸,盈,27,章,z,齒音,全清,發聲,229,46開細,ing,46,梗,平,下平14清,清,開細,3,開,清平,1,7940
