識別號,廣韻小字序,漢字,字義摘要
5250,596.1,祆,胡神官品令有祅正呼煙切二
5251,596.2,訮,訶也怒也
5252,597.1,𤜼,獸似豹而少文崇𤣥切一
5253,598.1,仙,神仙釋名曰老而不死曰仙仙遷也遷入山也故字從人旁山相然切十二
5254,598.2,僊,上同又僊僊舞皃
5255,598.3,㒨,古文
5256,598.4,㲔,㲔㲍罽也
5257,598.5,䉳,竹名又音癬
5258,598.6,苮,草名似莞
5259,598.7,躚,舞皃
5260,598.8,秈,秈稻
5261,598.9,鮮,鮮潔也善也又鮮卑山因爲國号亦水名水經曰北鮮之山鮮水出焉又姓後蜀録李壽司空鮮思明又漢複姓鮮于氏
5262,598.1,硟,衧繒石也
5263,598.11,鱻,≆說文曰新魚精也
5264,598.12,廯,倉廪
5265,599.1,錢,周禮注云錢泉也其藏曰泉其行曰布取名[-/於水泉其]流行無不徧也又姓晉有歷陽太守錢鳳昨仙切二
5266,599.2,𧔢,方言云鳴蟬也
5267,600.1,遷,去下之髙也詩云遷于喬不七然切八
5268,600.2,𨙙,古文
5269,600.3,𠨧,上同
5270,600.4,𨝍,地名
5271,600.5,櫏,桾櫏木名
5272,600.6,䉦,䇹䉦竹名
5273,600.7,韆,鞦韆繩戲
5274,600.8,㿊,痛也
5275,601.1,煎,熟煑子仙切四
5276,601.2,湔,洗也一曰水名出蜀玉壘山
5277,601.3,葏,草茂皃出字林
5278,601.4,鬋,女鬋垂皃
5279,602.1,然,語助又如也是也≆說文曰燒也俗作燃又姓左傳楚有然丹何氏姓苑云今蒼梧人如延切九
5280,602.2,燃,俗見上注
5281,602.3,𤡮,猓𤡮獸名似猿白質黒文
5282,602.4,㜣,姓也
5283,602.5,肰,犬肉
5284,602.6,繎,絲勞皃
5285,602.7,𥳚,竹名
5286,602.8,䕼,草名
5287,602.9,𤓉,陸佐公石闕銘云刑酷𤓉炭
5288,603.1,延,稅也逺也進也長也陳也言也亦州漢髙[如縣取/奴縣隋改]延川爲延安郡又姓漢有延篤南陽人爲京兆尹殺梁兾使者以然切十三
5289,603.2,埏,際也地也又墓道亦地有八極八埏又音羶
5290,603.3,筵,席也鋪陳曰筵藉之曰席
5291,603.4,狿,獌狿大獸名
5292,603.5,郔,地名在鄭
5293,603.6,綖,冠上覆也
5294,603.7,蜒,蚰蜒
5295,603.8,䘰,㠾䘰牛領上衣
5296,603.9,鋋,小矛又市連切
5297,603.1,䀽,相顧視也
5298,603.11,𨕐,[𨕐/⍃延目]上同
5299,603.12,䢭,行皃
5300,603.13,莚,草名
5301,604.1,𩜾,厚粥也諸延切八
5302,604.2,饘,上同
5303,604.3,旃,之也爾雅曰因章爲旃郭璞云以帛練爲旒因其文章不復畫之也丗本曰黃帝作旃亦曲柄旗以招士衆也或作旜又姓出姓苑
5304,604.4,旜,上同
5305,604.5,栴,栴檀香木
5306,604.6,氈,席也周禮曰秋斂皮冬斂革供其毳毛爲氈
5307,604.7,鸇,晨風鳥
5308,604.8,𩔣,江湘閒人謂額也
5309,605.1,甄,察也一曰免也居延切又章鄰切三
5310,605.2,薽,草名一曰豕首又名彘盧
5311,605.3,籈,竹器
5312,606.1,邅,迍邅也又移也張連切又直連雉戰二切五
5313,606.2,𧾍,同[-/上]行難也≆說文曰趁也又直然切
5314,606.3,驙,馬載重行難又白馬黒脊曰驙又徒安切
5315,606.4,鱣,詩云鱣鮪發發江東呼爲黃魚
5316,606.5,𩼼,上同
5317,607.1,潺,潺湲水流皃士連切五
5318,607.2,孱,不肖也漢書曰吾王孱王也
5319,607.3,𨬖,小鑿
5320,607.4,䡲,軒輞
5321,607.5,𡎻,[-/𡎻]門聚
5322,608.1,羶,羊臭也式連切八
5323,608.2,埏,打瓦也老子注云和也
5324,608.3,挻,柔也繫也和也取也長也或作煽
5325,608.4,扇,扇涼又式戰切
5326,608.5,煽,火盛也又式戰切
5327,608.6,鯅,魚醬
5328,608.7,脠,生肉醬又丑延切
5329,608.8,䘰,㠾䘰牛領上衣又音延
5330,609.1,脠,魚醢也≆說文云肉醬丑延切四
5331,609.2,梴,木長
5332,609.3,鏈,鉛礦也又力延切
5333,609.4,㢟,≆說文曰安步㢟㢟也
5334,610.1,鋋,小矛方言曰五湖之閒謂矛爲鋋市連切又以然切九
5335,610.2,單,單于又丹善二音
5336,610.3,蟬,蜩也禮記仲夏之月蟬始鳴[季/孟]秋之月寒蟬鳴援神契曰蟬無力故不食也
5337,610.4,撣,撣援牽引
5338,610.5,儃,態也
5339,610.6,僤,上同
5340,610.7,禪,靜也又市戰切
5341,610.8,澶,杜預云澶淵地名在頓丘縣南又音纏
5342,610.9,嬋,嬋姢好皃
5343,611.1,纏,繞也又姓漢書藝文志有纏子著書直連切十
5344,611.2,緾,俗餘皆倣此
5345,611.3,躔,日月行也≆說文曰踐也
5346,611.4,瀍,水名在河南
5347,611.5,鄽,市鄽
5348,611.6,𨷭,市門
5349,611.7,𧾍,移也又張連切
5350,611.8,𧔊,守宫別名
5351,611.9,廛,居也≆說文曰一畮半也一家之居也
5352,611.1,㙻,上同
5353,612.1,嘕,𥬇皃許延切四
5354,612.2,屳,輕舉皃≆說文曰人在山上也
5355,612.3,嫣,長皃好皃又於建於逺二切
5356,612.4,𦒜,飛皃
5357,613.1,連,合也續也還也又姓左傳齊有連稱又虜複姓六氏西秦丞相出連乞都後魏書官氏志云南方宥連氏後改爲雲氏是連氏改爲連氏費連氏改爲費氏綦連氏改爲綦氏又有赫連氏力延切十三
5358,613.2,聮,聮綿不絕≆說文作䏈
5359,613.3,漣,漣漪風動水皃
5360,613.4,翴,翴翩飛相及皃
5361,613.5,鰱,魚名
5362,613.6,㺦,㺦猭兔走皃
5363,613.7,令,漢書云金城郡有令居縣顔師古又音零
5364,613.8,鏈,鉛礦又丑延切
5365,613.9,䃛,上同
5366,613.1,㦁,≆說文曰泣下也
5367,613.11,槤,簃也又横關柱又木名
5368,613.12,𪚁,齒露也
5369,613.13,㶌,㶌水名出王屋山
5370,614.1,篇,篇什也又姓周大夫史篇之後芳連切七
5371,614.2,偏,不正也鄙也衺也又姓急就章有偏吕張
5372,614.3,翩,飛皃
5373,614.4,媥,身輕便皃
5374,614.5,㾫,身枯
5375,614.6,扁,小舟
5376,614.7,萹,萹茿可食又補殄切
5377,615.1,便,辯也僻也安也又姓漢有少府便樂成房連切又去聲九
5378,615.2,緶,縫也
5379,615.3,楩,木名
5380,615.4,平,書傳云平平辨治也又皮明切
5381,615.5,諞,巧言又符蹇切
5382,615.6,㛹,㛹姢美好
5383,615.7,箯,竹輿
5384,615.8,𧍲,𧍲䗠沙蝨也亦作𧍻
5385,615.9,楄,木名食之不咽
5386,616.1,緜,精曰緜麤曰絮≆說文曰䏈微也又姓晉張方以綿思爲腹心武延切十七
5387,616.2,綿,上同
5388,616.3,棉,屋聮棉又木棉樹名吳録云其實如酒杯中有綿如蠶綿可作布又名曰緤羅浮山記曰正月花如芙蓉結子方生葉子内綿至蠶成即熟廣州記云枝似桐枝葉如胡桃葉而稍大也
5389,616.4,謾,欺也
5390,616.5,矊,瞳子黒又矊眇逺視
5391,616.6,蝒,馬蜩蟬中最大[-/者]
5392,616.7,𧉄,上同≆說文曰[𧉄/𧉅]蚗蟬屬
5393,616.8,矏,密緻皃
5394,616.9,𢣔,忘也
5395,616.1,芇,≆說文曰相當也今人賭物相折謂之芇
5396,616.11,宀,深屋
5397,616.12,𩕰,雙生
5398,616.13,櫋,≆說文曰屋聮櫋也
5399,616.14,𣏜,木名
5400,616.15,臱,視逺之皃
5401,616.16,㮌,木名
5402,616.17,𣡠,欔密也
5403,617.1,全,完也具也又姓吳有大司馬全琮疾縁切七
5404,617.2,仝,上同見≆說文
5405,617.3,泉,水源也又錢別名
5406,617.4,𧍭,貝也白質黃文
5407,617.5,牷,牛全色書傳云體完曰牷
5408,617.6,䀬,目眇視皃
5409,617.7,葲,𦭵葲草也
5410,618.1,宣,布也明也徧也通也緩也散也須縁切九
5411,618.2,揎,手發衣也
5412,618.3,㩊,上同
5413,618.4,䳦,𪀠䳦小鳥。𪀠音旬
5414,618.5,愃,吳人語快≆說文曰寬嫺心腹皃
5415,618.6,𡈣,面圓也
5416,618.7,𩕖,頭圎也
5417,618.8,瑄,爾雅曰璧大六寸謂之瑄郭璞曰漢書所云瑄玉是也
5418,618.9,𩓧,[𩓧/𩤡]額
5419,619.1,鐫,鑚也斲也子泉切四
5420,619.2,鋑,古文
5421,619.3,朘,縮肭
5422,619.4,剶,𠜖也又丑全切
5423,620.1,翾,小飛許縁切九
5424,620.2,儇,智也疾也利也慧也又舞皃
5425,620.3,弲,角弓皃
5426,620.4,蠉,蟲行皃
5427,620.5,𧾎,疾走皃
5428,620.6,嬛,便嬛輕麗皃又音姢音瓊
5429,620.7,譞,智也
5430,620.8,頨,頨妍美頭
5431,620.9,𥌭,目童子也
5432,621.1,堧,江河邊地又廟垣或從需餘同而縁切六
5433,621.2,䙇,[◫衤⊟而犬/䙇]促衣縫也
5434,621.3,𤲬,城下田也
5435,621.4,瑌,瑌珉也玉佩也
5436,621.5,撋,摧物也
5437,621.6,繎,繎絲難理
5438,622.1,穿,通也孔也昌縁切三
5439,622.2,川,山川也蔡邕月令章句曰衆流注海曰川釋名曰川者穿也穿地而流也
5440,622.3,灥,三泉
5441,623.1,沿,從流而下也與專切十二
5442,623.2,㳂,上同
5443,623.3,鉛,≆說文曰青金也一曰錫之類也
5444,623.4,鈆,上同
5445,623.5,櫞,枸櫞樹皮可作粽埤蒼云果名似橘
5446,623.6,捐,弃也
5447,623.7,鳶,鴟類也
5448,623.8,蝝,蝗子一曰蟻子
5449,623.9,緣,縁由又羊絹切
5450,623.1,䱲,魚名
5451,623.11,𦿂,郭璞云𦿂尾草一名射[千/干]
5452,623.12,𦛔,短也
5453,624.1,旋,還也疾也似宣切十七
5454,624.2,檈,圜案
5455,624.3,璿,玉名
5456,624.4,𤩅,上同
5457,624.5,𤫀,籀文
5458,624.6,䗠,𧍲䗠沙蝨
5459,624.7,㳬,回㳬
5460,624.8,琁,美石次玉
5461,624.9,璇,上同
5462,624.1,𣟳,≆說文曰𣟳味稔棗也
5463,624.11,蜁,蜁蝸蝸螺也
5464,624.12,㔯,漉米竹器
5465,624.13,還,還返
5466,624.14,圓,規也又火𤣥切
5467,624.15,䁢,好皃
5468,624.16,嫙,上同
5469,624.17,鏇,圎轆轤也
5470,625.1,娟,便娟舞皃媈娟好姿態皃於緣切七
5471,625.2,嬛,身輕便皃
5472,625.3,悁,悁憂悒也
5473,625.4,蜎,蠋皃又狂兖切
5474,625.5,𡷡,山曲
5475,625.6,潫,水深
5476,625.7,𡣬,娥眉說文曰好也
5477,626.1,船,方言曰關西謂之船關東謂之舟又姓出姓苑食川切二
5478,626.2,舩,上同
5479,627.1,鞭,馬策也卑連切六
5480,627.2,鯾,魚名
5481,627.3,鯿,上同
5482,627.4,編,次也又布千方典二切
5483,627.5,箯,竹輿
5484,627.6,揙,揙擊
5485,628.1,㳄,口液也夕連切二
5486,628.2,涎,上同
5487,629.1,詮,平也≆說文具也此縁切十九
5488,629.2,銓,銓衡也又量也次也度也
5489,629.3,硂,上同
5490,629.4,痊,病瘳
5491,629.5,佺,偓佺仙人
5492,629.6,悛,改也止也
5493,629.7,駩,白馬黒脣
5494,629.8,筌,取魚竹器
5495,629.9,絟,細布
5496,629.1,譔,善言
5497,629.11,謜,言語和恱
5498,629.12,縓,爾雅曰一染謂之縓今之紅也又采選切
5499,629.13,恮,謹皃
5500,629.14,荃,香草
5501,629.15,𠛮,剔也
5502,629.16,峑,山巓
5503,629.17,𠥙,[簿/簙]也又竹器名
5504,629.18,鐉,≆說文曰所以鉤門戶樞也一曰治門戶器也
5505,629.19,拴,揀也俗
5506,630.1,專,擅也單也政也誠也獨也自是也亦姓吳刺客專諸職縁切十二
5507,630.2,甎,甎瓦古史考曰烏曹作甎
5508,630.3,顓,顓頊又姓神仙傳有[大/太]𤣥女姓顓頊名和
5509,630.4,篿,楚詞云索[瓊/瓊]茅以[筵/筳]篿[-/兮]王逸云折竹卜曰篿又音團
5510,630.5,嫥,可愛之皃
5511,630.6,諯,≆說文曰數也一曰相讓又尺絹市專二切
5512,630.7,湍,水名在鄧州又音煓
5513,630.8,膞,膞鳥胃也
5514,630.9,鱄,魚名專諸吳刺客或作鱄
5515,630.1,鷒,鳥名又徒端切
5516,630.11,𩠹,𩠹斷首出玉篇
5517,630.12,鄟,邾[鄟/䣚]邑名
5518,631.1,遄,速也疾也市縁切八
5519,631.2,篅,≆說文曰以判竹圜以盛穀也
5520,631.3,圌,上同
5521,631.4,諯,又職縁尺絹二切
5522,631.5,輲,無輪車名
5523,631.6,輇,上同
5524,631.7,椯,木名
5525,631.8,歂,字林云口氣引也又姓史記有[㪜/歂]師
5526,632.1,貟,≆說文作員物數也王權切又云運二音四
5527,632.2,圜,天體
5528,632.3,圓,上同
5529,632.4,湲,潺湲
5530,633.1,恮,曲卷也莊縁切四
5531,633.2,跧,屈也伏也蹴也
5532,633.3,䀬,目眇視也
5533,633.4,蟤,蜿蟤蛇名
5534,634.1,栓,木丁也山貟切二
5535,634.2,𨏉,𨏉車軸也
5536,635.1,猭,㺦猭兔走皃丑縁切二
5537,635.2,剶,去木枝也
5538,636.1,乾,天也君也堅也渠焉切又音干九
5539,636.2,虔,恭也固也殺也≆說文曰虎行皃又姓陳留風俗傳云䖍氏祖於黃帝
5540,636.3,犍,犍爲縣在嘉州
5541,636.4,鰬,魚名
5542,636.5,𨜻,聚名在河東聞喜也
5543,636.6,騝,騮馬黃脊
5544,636.7,榩,廩也構木爲之
5545,636.8,鍵,鑰也又音件
5546,636.9,揵,舉也
5547,637.1,愆,過也去乾切十
5548,637.2,䇂,古文
5549,637.3,諐,籀文
5550,637.4,𠎝,俗
5551,637.5,褰,褰衣
5552,637.6,騫,虧少一曰馬腹縶亦姓風俗通云閔子騫之後吐谷渾視熊博士金城騫包
5553,637.7,䙭,齊魯言袴又己偃切
5554,637.8,𧽐,蹇足跟也
5555,637.9,攐,縮也
5556,637.1,㗔,方言曰㗔㗔歡皃
5557,638.1,權,權變也反常合道又冝也秉也平也稱錘也又爾雅曰權黃華又姓出天水本顓頊之後楚武王使鬬緡尹權後因氏俗作㩲巨貟切二十三
5558,638.2,拳,屈手也廣雅云拳拳憂也又拳拳奉持之皃又姓衞大夫拳彌
5559,638.3,狋,狋氏縣在代郡氏音精
5560,638.4,觠,曲角
5561,638.5,顴,頰骨
5562,638.6,踡,踡跼不行
5563,638.7,婘,美皃
5564,638.8,孉,上同
5565,638.9,䠰,曲脊行也
5566,638.1,𤷄,手屈病也
5567,638.11,犈,牛黒耳又音卷
5568,638.12,蠸,食瓜葉黃甲蟲
5569,638.13,齤,齒曲
5570,638.14,卷,曲也又九免九院二切
5571,638.15,𪈻,𪈻鵒也
5572,638.16,𥆗,大視皃又音倦
5573,638.17,𥁠,盌也
5574,638.18,𢑆,弓曲
5575,638.19,鬈,髮好也又胡人髮也又音棬
5576,638.2,䟒,曲走皃
5577,638.21,䑏,䑏𦝢醜皃
5578,638.22,蜷,蟲形詰屈
5579,638.23,捲,≆說文云气勢也國語曰予有捲勇
5580,639.1,椽,屋桷也直攣切二
5581,639.2,傳,轉也又持戀切又丁戀切
5582,640.1,攣,攣綴吕貟切三
5583,640.2,𤼙,病也亦作𤼣
5584,640.3,䜌,南䜌縣在鉅鹿
5585,641.1,弮,古縣名在滎陽丘圎切五
5586,641.2,㒽,小幘
5587,641.3,棬,器似𦫵屈木作
5588,641.4,鬈,髮好皃
5589,641.5,𨟠,郷名在聞喜
5590,642.1,焉,何也又鳥雜毛≆說文曰鳥黃色出江淮閒於乾切五
5591,642.2,閼,閼氏單于妻又音遏
5592,642.3,蔫,物不鮮也
5593,642.4,嫣,長皃又人名
5594,642.5,鄢,人姓又鄢陵縣名又於晚切亦作傿
5595,643.1,漹,水名出西河也有乾切三
5596,643.2,䗡,䗡䘎蟲名
5597,643.3,焉,語助也又於乾切
5598,644.1,嬽,媚容也委鰥切一
5599,644.2,潫,水深皃
5600,645.1,燀,火起皃尺延切一
5601,646.1,𡰝,行不正皃丁全切一
5602,647.1,勬,強健也居貟切一
5603,648.1,蕭,蒿也詩云采蕭穫菽亦縣名在沛郡新語云蕭斧名又姓出蘭陵廣陵二望本自宋支子食采於蕭後因爲氏漢侍中蕭彪始居蘭陵彪𤣥孫望之居杜陵望之孫紹復還蘭陵紹十一代孫整始過江爲廣陵人風俗通云宋樂叔以討南宫萬立御≆說之功受封於蕭列附庸之國漢相國蕭何即其後氏也蘇彫切十六
5604,648.2,簫,樂器風俗通云舜作簫其形參差以象鳳翼
5605,648.3,彇,弓弭
5606,648.4,蟰,蟰蛸蟲一名長[◫虫攴/蚑]出崔豹古今注
5607,648.5,橚,橚槮樹長皃
5608,648.6,潚,水名
5609,648.7,𩙚,涼風
5610,648.8,踃,跳踃
5611,648.9,㩋,擊也又把也
5612,648.1,箾,舞箾≆說文云以竿擊人也又音朔
5613,648.11,𦐺,羽翼[蔽/敝]皃
5614,648.12,㲖,上同
5615,648.13,艘,船揔名又音騷
5616,648.14,瞍,目無眸子曰瞍又音藪
5617,648.15,翛,翛翛飛羽聲
5618,648.16,撨,擇也
5619,649.1,祧,逺祖廟也吐彫切十一
5620,649.2,佻,輕佻爾雅曰佻偷也
5621,649.3,挑,挑撥
5622,649.4,脁,月[出/見]西方又吐了切
5623,649.5,恌,[轉/輕]薄
5624,649.6,𣂁,斗旁耳又爾雅云𣂁謂之疀古田器也郭音鍫
5625,649.7,庣,不滿之皃
5626,649.8,銚,田器
5627,649.9,趒,雀行又他弔切
5628,649.1,聎,耳疾
5629,649.11,蓧,苗也
5630,650.1,貂,䑕屬出東北夷又姓出姓苑都聊切二十二
5631,650.2,䯾,小兒留髮
5632,650.3,𠚥,斷穗
5633,650.4,刁,軍器纂文曰刁斗持時鈴也又姓出渤海風俗通云齊大夫豎刁之後俗作刀
5634,650.5,琱,琱琢
5635,650.6,凋,凋落
5636,650.7,鯛,魚名
5637,650.8,䂏,短尾犬也
5638,650.9,雕,鶚屬又姓漢武帝功臣表有雕延年
5639,650.1,鵰,籀文
5640,650.11,蛁,蛁蟟𦭘中小蟲
5641,650.12,彫,彫刻亦作雕
5642,650.13,𧜣,≆說文云短衣也
5643,650.14,𧘨,死人衣
5644,650.15,䒒,葦華也又音調
5645,650.16,𦶌,𦶌葫茭實
5646,650.17,𦨣,吳船
5647,650.18,𩾗,𩾗鷯剖葦求蟲食似雀靑班色
5648,650.19,㚋,大也多也
5649,650.2,奝,上同
5650,650.21,弴,天子弓也≆說文曰畫弓也詩又作敦又丁昆切
5651,650.22,瞗,熟視
5652,651.1,迢,迢遰徒聊切二十二
5653,651.2,條,小枝也貫也敎也爾雅云柚條似橙而實酸又姓左傳殷人七族有條氏後趙録冉閔司空條攸姓苑云安定人
5654,651.3,樤,柚條或從木
5655,651.4,髫,小兒髮俗作齠
5656,651.5,跳,躍也
5657,651.6,鋚,紖頭銅飾
5658,651.7,𧌁,䖺䗤狀如黃蛇魚翼出入有光見則大旱出山海經
5659,651.8,蜩,大蟬
5660,651.9,佻,獨行皃詩曰佻佻公子
5661,651.1,趒,≆說文曰雀行也
5662,651.11,苕,苕菜詩云卭有旨苕
5663,651.12,芀,葦華
5664,651.13,調,和也又姓周禮有調人其後氏焉又徒料切
5665,651.14,鮡,魚名
5666,651.15,岧,岧嶤山髙皃
5667,651.16,䯾,多髮皃又音凋音綢
5668,651.17,䩦,革轡詩云䩦革沖沖
5669,651.18,嬥,聲類云細腰皃
5670,651.19,𠤼,田器
5671,651.2,𣬸,𣬸㲖毛皃
5672,651.21,𠧪,草木實垂𠧪𠧪然也
5673,651.22,鰷,白鰷魚名
5674,652.1,驍,驍武也古堯切九
5675,652.2,梟,≆說文云不孝鳥也故日至捕梟磔之从鳥頭在木上又姓隋煬帝誅楊𤣥感改其姓爲梟氏
5676,652.3,𥄉,到懸首漢書曰三族令先黥劓斬左右趾𥄉首葅其骨謂之具五刑
5677,652.4,澆,沃也薄也
5678,652.5,憿,憿幸或作儌又作僥倖
5679,652.6,釗,覿也逺也亦弩關一云周康王名又作䙼又指遥切
5680,652.7,邀,遮也又於宵切
5681,652.8,蟂,水蟲似蛇四足能害人也
5682,652.9,徼,求也抄也又音叫
5683,653.1,聊,語助也亦姓風俗通有聊倉爲漢侍中著子書又有聊氏爲潁川太守著萬姓譜落蕭切四十二
5684,653.2,𦗖,耳中鳴也又力刀切
5685,653.3,膋,腸閒脂也
5686,653.4,膫,上同
5687,653.5,飉,風也
5688,653.6,遼,逺也又水名
5689,653.7,憀,無憀賴也
5690,653.8,竂,穿也
5691,653.9,寥,空也又寂寥也寥廓也
5692,653.1,料,料理也量也又郎弔切
5693,653.11,㙩,周垣
5694,653.12,橑,蓋骨亦椽也又力道切
5695,653.13,撩,取物又理也
5696,653.14,摷,擊也又側交切
5697,653.15,廖,人名左傳有辛伯廖又力救切
5698,653.16,僚,同官爲僚又姓左傳晉陽氏大夫僚安
5699,653.17,寮,上同
5700,653.18,鐐,有孔鑪又紫磨金也爾雅曰白金曰銀其美謂之鐐
5701,653.19,簝,宗廟盛肉方竹器
5702,653.2,豂,空谷
5703,653.21,鷯,鷦鷯
5704,653.22,𥲊,竹名
5705,653.23,璙,玉名
5706,653.24,嫽,相嫽戲也又力弔切
5707,653.25,漻,水淸也
5708,653.26,蟟,蛁蟟
5709,653.27,瞭,目明也
5710,653.28,䜮,谷名
5711,653.29,𧂏,草木踈莖
5712,653.3,𩯊,細長
5713,653.31,嶚,嶚𡻝山皃
5714,653.32,翏,髙飛皃
5715,653.33,繚,繚綾經絲出字林
5716,653.34,憭,空皃
5717,653.35,獠,夜獵也又知卯盧皓二切
5718,653.36,髎,臗骨名
5719,653.37,𡽐,崖虚
5720,653.38,蟧,馬蟧大蟬
5721,653.39,𦿌,草器力戈切
5722,653.4,敹,揀擇
5723,653.41,嘹,嘹亮聞逺聲又力弔切
5724,653.42,熮,≆說文曰火皃
5725,654.1,堯,至髙之皃謚法曰翊善傳聖曰堯五聊切五
5726,654.2,嶢,嶕嶢山危
5727,654.3,僥,僬僥國名人長一尺五寸一云三尺
5728,654.4,垚,土髙皃
5729,654.5,顤,頭髙長皃
5730,655.1,膮,豕羹也許幺切七
5731,655.2,嘵,懼聲詩曰予維音之嘵嘵
5732,655.3,憢,憢憢懼也
5733,655.4,㚠,長大皃
5734,655.5,𦟞,𦠎𦟞腫欲潰也
5735,655.6,䎄,䎄㲖毛皃
5736,655.7,䫞,大額又去遥切
5737,656.1,幺,幺麽小也於堯切五
5738,656.2,怮,怮怮憂也又一虯切
5739,656.3,葽,草盛皃
5740,656.4,䱂,魚名
5741,656.5,𥃩,望逺也
5742,657.1,鄡,鄡陽縣名在鄱陽又姓出何氏姓苑苦幺切五
5743,657.2,郻,縣名在鉅鹿郡
5744,657.3,𢿣,玉篇云擊也
5745,657.4,墽,地名≆說文磽也
5746,657.5,𡩇,玉篇云擊也
5747,658.1,宵,夜也相邀切二十
5748,658.2,消,滅也盡也息也
5749,658.3,霄,近天氣也
5750,658.4,捎,摇捎動也又使交切
5751,658.5,逍,逍遥
5752,658.6,痟,痟渴病也司馬相如所患
5753,658.7,綃,生絲繒也
5754,658.8,銷,鑠也
5755,658.9,焇,上同
5756,658.1,硝,硭硝藥名
5757,658.11,蛸,螵蛸蟲也爾雅注云一名[𧐕/䗚]蟭亦姓南齊武帝改其子巴東主子響爲蛸氏又所交切
5758,658.12,莦,草名又使交切
5759,658.13,哨,口不正也又七𥬇切
5760,658.14,𦐺,鳥毛羽也
5761,658.15,鮹,魚名又所交切
5762,658.16,𤞚,狂也出文字集略
5763,658.17,䴛,煎鹽
5764,658.18,揱,長[皃色/臂又]交色角二切
5765,658.19,奞,張羽又先準切
5766,658.2,魈,山魈出汀州獨足鬼
5767,659.1,超,≆說文曰跳也又姓漢有太僕超喜敕宵切六
5768,659.2,怊,悵恨
5769,659.3,欩,健也
5770,659.4,𢁾,細絲
5771,659.5,𠰉,鳴也
5772,659.6,䫿,涼風
5773,660.1,朝,早也又旦至食時爲終朝又朝鮮國名亦姓左傳有蔡大夫朝吳陟遥切又直遥切二
5774,660.2,𦩻,古文
5775,661.1,𪓙,本韻直遥切又遥陟切
5776,661.2,晁,上同
5777,661.3,鼂,上同
5778,661.4,朝,朝廷也禮記曰諸侯於天子五年一朝又姓唐有拾遺朝衛
5779,661.5,潮,朝廷也禮記曰諸侯於天子五年一朝又姓唐有拾遺朝衛
5780,662.1,嚻,喧也許嬌切又五刀切十
5781,662.2,枵,玄枵虚危之次
5782,662.3,歊,熱氣≆說文曰歊歊氣出皃
