識別號,廣韻小字序,漢字,字義摘要
9345,1084.1,毿,長毛皃蘇含切三
9346,1084.2,蔘,蔘綏垂皃
9347,1084.3,犙,牛也
9348,1085.1,弇,同也蓋覆也後漢有耿弇古南切又音掩五
9349,1085.2,䶃,鼠名
9350,1085.3,淦,水入船中又最也泥也汲也又甘暗切吉州有新淦縣水[-/淦]所出入湖或作汵
9351,1085.4,䌠,持意也又呼兼切
9352,1085.5,蜬,蠃小者又貝居水者肉如科斗但有頭尾
9353,1086.1,䜙,不惠也又謔弄言五含切三
9354,1086.2,𡪁,寐中言語
9355,1086.3,嵁,嵁㟧又苦男切
9356,1087.1,談,談話又言論也戲調也又姓蜀録云晉有征東將軍談巴徒甘切十一
9357,1087.2,郯,國名其後以國爲姓春秋時郯子入魯辨古官與孔子相遇姓苑云沛人
9358,1087.3,惔,憂也
9359,1087.4,錟,長矛
9360,1087.5,淡,水皃又徒覽徒濫二切
9361,1087.6,痰,胷上水病
9362,1087.7,澹,漢複姓孔子弟子有澹臺滅明又徒覽徒濫二切
9363,1087.8,倓,恬也安也靜也又徒[監/濫]徒坎二切
9364,1087.9,餤,進也詩曰亂是用餤又徒濫切
9365,1087.1,𥰨,刮馬篦也
9366,1087.11,㶣,小熱
9367,1088.1,甘,說文作目美也又隴右州本月支國漢匈奴觻得王所居後魏爲張掖郡又改爲州取甘峻山名之界有弱水祁連山上有松栢五木美水茂草冬温夏涼又有仙樹人行山中飢即食之輒飽不得持去平居時亦不可見也又姓武丁臣甘盤之後又漢複姓有甘莊甘士甘先三氏古三切七
9368,1088.2,柑,木名似橘
9369,1088.3,䇞,䇞竹
9370,1088.4,苷,苷草藥出洮州
9371,1088.5,泔,米汁
9372,1088.6,𤯎,和也
9373,1088.7,媣,媣媞也
9374,1089.1,擔,擔負釋名曰擔任也任力所勝也都甘切五
9375,1089.2,儋,說文何也亦姓左傳周有大夫儋翩
9376,1089.3,聸,說文曰垂耳也南方有聸耳之國
9377,1089.4,頕,頰緩
9378,1089.5,甔,小甖
9379,1090.1,三,數名又漢複姓五氏三閭氏三閭大夫屈原之後也沛上計三烏群三烏大夫之後也三飯尞之後有三飯氏三州孝子之後有三州氏後單姓州蜀志有三丘務蘇甘切五
9380,1090.2,參,上同又七南所今二切俗作叄
9381,1090.3,弎,古文
9382,1090.4,𢁘,衣破襤𢁘
9383,1090.5,鬖,䰐鬖毛垂
9384,1091.1,藍,染草又姓戰國策有中山大夫藍諸魯甘切十一
9385,1091.2,襤,襤褸
9386,1091.3,䰐,鬢髮踈皃
9387,1091.4,㩜,㩜持
9388,1091.5,籃,籃籠
9389,1091.6,𩈵,𩈵𩈻長面
9390,1091.7,𪇖,𪇖鷜鳥名今俗呼郭公也
9391,1091.8,懢,懢貪皃
9392,1091.9,䆾,䆾䆱薄大
9393,1091.1,儖,儖儳形皃惡也
9394,1091.11,蘫,[灆/⊟𥫗濫]瓜葅
9395,1092.1,坩,坩甒苦甘切一
9396,1093.1,舑,吐舌也他酣切九
9397,1093.2,聃,耳漫無輪又老氏名又姓左傳周大夫聃啓
9398,1093.3,𨈭,俗
9399,1093.4,緂,色鮮
9400,1093.5,㘱,水衝岸壞
9401,1093.6,䔜,葱別名
9402,1093.7,䆱,䆾䆱薄大
9403,1093.8,㴂,㴥㴂峻波也
9404,1093.9,𦸁,蘫𦸁瓜葅
9405,1094.1,慙,愧也昨甘切五
9406,1094.2,慚,上同
9407,1094.3,鏨,小鑿
9408,1094.4,䳻,鶚別名
9409,1094.5,㨻,說文暫也
9410,1095.1,酣,酣飲應劭曰洽也張晏曰中酒曰酣又樂也胡甘切八
9411,1095.2,甝,白虎
9412,1095.3,䗣,桑蟲
9413,1095.4,魽,蛤也
9414,1095.5,𤯎,和也又口含古三二切
9415,1095.6,煔,火上行皃
9416,1095.7,炶,上同
9417,1095.8,邯,[邯/𣵷]江湘人言也又音寒
9418,1096.1,姏,老女稱武酣切一
9419,1097.1,𩈻,長面皃[昨/作]三切一
9420,1098.1,蚶,蚌屬爾雅曰魁陸本草云魁狀如海蛤貟而厚外有文縱横即今蚶也亦作魽呼談切五
9421,1098.2,𧵊,戲乞人物亦作歛
9422,1098.3,嬜,貪妄又一含切
9423,1098.4,歛,欲也
9424,1098.5,憨,癡也
9425,1099.1,鹽,說文曰鹹也古者宿沙初作煑海爲▼爲字當删▲鹽亦州近北鹽池因以名之又姓魯國先賢傳有北海相鹽津余廉切十五
9426,1099.2,塩,俗
9427,1099.3,𣡶,木名
9428,1099.4,閻,里中門又姓出天水河南二望
9429,1099.5,壛,木名
9430,1099.6,阽,臨危
9431,1099.7,檐,屋檐說文曰檐㮰也
9432,1099.8,簷,上同
9433,1099.9,櫩,亦同
9434,1099.1,𣡞,步𣡞長廊也
9435,1099.11,㶄,說文云海岱之閒謂相汙曰㶄
9436,1099.12,𪂈,𪂈離鳥自爲牝牡也
9437,1099.13,䦲,語林云大夫向䦲而立說文曰䦲謂之樀樀廟門也
9438,1099.14,㿕,病走
9439,1099.15,𤅸,進也
9440,1100.1,廉,廉儉也釋名曰廉斂也自檢斂也亦姓趙有廉頗力鹽切二十
9441,1100.2,鐮,刀鐮也釋名曰鐮廉也薄其所刈似廉也
9442,1100.3,鎌,上同
9443,1100.4,𩄡,久雨
9444,1100.5,㡘,㡙㡘帷也
9445,1100.6,簾,簾箔釋名曰簾廉也自障蔽爲廉恥也三秦記曰明光宫以金玉珠璣爲簾箔
9446,1100.7,薕,薑也說文蒹也
9447,1100.8,薟,白薟藥又音斂
9448,1100.9,蘞,蔓草說文同上又音斂
9449,1100.1,匳,盛香器也又鏡匳也俗作奩
9450,1100.11,籨,上同
9451,1100.12,𥖝,赤礪石
9452,1100.13,獫,大長喙又力劒切又音險獫狁也
9453,1100.14,蠊,蜚蠊蟲名說文作螊海蟲也長寸而白可食
9454,1100.15,䆂,禾名
9455,1100.16,𨎷,車輞
9456,1100.17,𣀃,𣀃鼓鼓初打也
9457,1100.18,帘,青帘酒家望子
9458,1100.19,鬑,鬋也一曰長皃
9459,1100.2,覝,察也
9460,1101.1,砭,以石刺病府廉切又方驗切二
9461,1101.2,𥑁,[𥑁/𥐗]
9462,1102.1,銛,銛利也說文曰臿屬纂文曰鐵有距施竹頭以擲魚爲銛也息廉切十三
9463,1102.2,暹,日光進也
9464,1102.3,枮,木名
9465,1102.4,綅,白經黒緯
9466,1102.5,𦃌,上同
9467,1102.6,韱,韱細又山韭也今通作韯凡從韱者倣此
9468,1102.7,襳,小襦
9469,1102.8,纖,細也微也
9470,1102.9,憸,利口
9471,1102.1,孅,銳也細也
9472,1102.11,䯹,髮也
9473,1102.12,彡,毛飾又所銜切
9474,1102.13,𢘁,疾利口也
9475,1103.1,籤,說文驗也一曰銳也貫也七廉切十
9476,1103.2,臉,臉𦞦也
9477,1103.3,䑎,上同
9478,1103.4,鹼,水和鹽又工斬切
9479,1103.5,槧,削皮又才敢七豔二切
9480,1103.6,憸,㤿憸詖也㤿音猒
9481,1103.7,僉,咸也皆也
9482,1103.8,𠠃,𠠃切割也
9483,1103.9,㡨,幖㡨記出字林
9484,1103.1,譣,譣詖
9485,1104.1,詹,至也應劭漢官曰詹事秦官也又姓楚詞有詹尹俗作𦧕職廉切六
9486,1104.2,瞻,瞻視
9487,1104.3,占,視兆也亦姓陳大夫子占之後又章豔切
9488,1104.4,蟾,蟾蠩蝦蟆也張衡靈憲曰羿請不死之藥於西王母𢘆娥竊之奔月宫遂託身於月是爲蟾蠩抱朴子云蟾蠩壽三千歳者頭上有角頷下有丹書八字𤣥中記云蟾蠩頭生角者食之壽千歳也
9489,1104.5,噡,噡言語也
9490,1104.6,厃,說文云仰也一曰屋[招/怊]也秦謂之桷齊謂之厃本魚毀切
9491,1105.1,棎,果名似柰而酸視占切三
9492,1105.2,撏,撏取也
9493,1105.3,蟾,蟾光月彩又職廉切
9494,1106.1,苫,草覆屋又凶服者以爲覆席也又姓左傳魯季氏家臣苫夷失廉切三
9495,1106.2,痁,病又音店
9496,1106.3,𡝫,[妗𡝫/𡝫妗]善𥬇皃又丑[兼/廉]切
9497,1107.1,䪜,屛也處占切十一
9498,1107.2,㚲,㚲[侈/姼]輕薄皃又尺涉切
9499,1107.3,幨,幨幃釋名曰牀前帷曰幨
9500,1107.4,襜,襜䄖蔽膝
9501,1107.5,裧,上同
9502,1107.6,𤎥,𤎥𤎥衣動皃
9503,1107.7,㾆,皮剥也
9504,1107.8,緂,衣色鮮
9505,1107.9,妗,妗𡝫善𥬇皃又許兼切
9506,1107.1,𢛈,𢛈懘音不和也禮記作怗
9507,1107.11,𢃔,㡙也
9508,1108.1,𩓾,說文曰頰須也汝鹽切十二
9509,1108.2,髯,上同
9510,1108.3,蚺,大蛇
9511,1108.4,呥,噍皃
9512,1108.5,柟,梅也子如杏而醋
9513,1108.6,𧦦,多言
9514,1108.7,蛅,爾雅曰蟔蛅蟴郭璞云蛓屬也今靑州人呼蛓爲蛅蟴
9515,1108.8,冉,說文云毛冉冉也亦作月
9516,1108.9,袡,衣緣
9517,1108.1,䶲,有距龜
9518,1108.11,㾆,皮剥又處占切
9519,1108.12,舑,舚舑長舌
9520,1109.1,黏,黏麴女亷切三
9521,1109.2,粘,俗
9522,1109.3,䬯,南楚呼食麥粥
9523,1110.1,炎,熱也說文曰火光上也于廉切一
9524,1111.1,霑,霑濕也又濡也漬也張廉切三
9525,1111.2,沾,水名在上黨說文他兼切
9526,1111.3,𪏉,黃也
9527,1112.1,覘,闚視也丑廉切又丑豔切二
9528,1112.2,𡝫,𡝫妗喜皃
9529,1113.1,淹,漬也滯也久留也敗也央炎切六
9530,1113.2,菴,菴䕡草又音諳
9531,1113.3,崦,崦嵫山下有虞泉日所入又於檢切
9532,1113.4,醃,鹽醃又葅也
9533,1113.5,䣍,邑名
9534,1113.6,閹,男無勢精閉者
9535,1114.1,𢜩,𢜩㥓意不安也丘廉切二
9536,1114.2,𨦄,𨦄曲頭鑿
9537,1115.1,𪙊,齒差語廉切[一/三]
9538,1116.1,尖,銳也子廉切十一
9539,1116.2,殲,盡也滅也
9540,1116.3,瀸,漬也沒也洽也又泉水出微皃
9541,1116.4,㡨,拭也
9542,1116.5,𡄑,𡄑㖩不廉又將豔切㖩子俱切
9543,1116.6,漸,入也漬也又慈染切
9544,1116.7,虃,百足草
9545,1116.8,熸,火滅
9546,1116.9,䇝,刺也銳意也又持戈說文絕也
9547,1116.1,𩅼,小雨又霑也
9548,1116.11,鑯,說文曰鐵器也一曰鐫也
9549,1116.12,鋟,以爪刻櫃版也
9550,1116.13,𩃔,以爪刻櫃版也
9551,1117.1,潛,水伏流又藏也亦水名又姓姓苑云臨川人昨鹽切九
9552,1117.2,朁,於朁縣名屬杭州今作潛
9553,1117.3,鬵,甑也又才林切
9554,1117.4,𥮒,漂絮簀又音前
9555,1117.5,灊,水名在巴郡宕渠又古縣名在廬江又才林切
9556,1117.6,䁮,閉目內思
9557,1117.7,燂,周禮注云炙爛也
9558,1117.8,𤎢,古文
9559,1117.9,螹,螹𧕮蟲名
9560,1118.1,箝,鎖頭亦作鉗晉律曰鉗重二斤翹長一尺五寸又羌複姓有鉗耳氏說文籋也巨淹切[十/二]
9561,1118.2,鉗,上同說文曰以鐵有所劫束也
9562,1118.3,𢁮,絹𢁮
9563,1118.4,鉆,持鐵者說文又敕淹切鐵[鋤/銸]也一曰膏車鐵鉆
9564,1118.5,黚,淺黃黒色又古黚陽縣在武陵又巨今切
9565,1118.6,拑,脅持也
9566,1118.7,黔,黒黃色說文曰黎也秦謂民爲黔首謂黒色也周謂之黎民又音琴
9567,1118.8,羬,羊六尺爲羬
9568,1118.9,鳹,白喙鳥
9569,1118.1,雂,上同
9570,1118.11,鍼,鍼虎人名又之林切
9571,1118.12,鈐,兵鈐以閉房神府以備非常又鉤鈐星名說文曰鈐𨬍大犂也
9572,1119.1,懕,安也一鹽切七
9573,1119.2,猒,飽也又於豔切
9574,1119.3,饜,上同
9575,1119.4,嬮,和靜
9576,1119.5,㤿,㤿憸
9577,1119.6,䅧,䅧䅧苗美也
9578,1119.7,𨣻,[𨣻/㜝]含怒也又魚檢切
9579,1120.1,燅,說文曰湯中爚肉也徐鹽切九
9580,1120.2,𤍙,說文同上
9581,1120.3,燖,並同上
9582,1120.4,爓,並同上
9583,1120.5,𦢨,摰摘物出字諟及聲類
9584,1120.6,䕭,山菜
9585,1120.7,𢸧,小巾
9586,1120.8,㰊,木細葉也
9587,1120.9,𢅮,小巾
9588,1121.1,襳,襳𧚺毛羽衣史炎切一
9589,1122.1,㶣,字林云小熱也直廉切三
9590,1122.2,𪏂,埤蒼云赤黃色
9591,1122.3,誗,言利美也又人名字書無
9592,1123.1,鍼,巨鹽切又音針一
9593,1124.1,添,益也他兼切四
9594,1124.2,沾,說文曰水出壼關東入淇一曰沾益也
9595,1124.3,黇,黃色
9596,1124.4,舚,舚舑吐舌
9597,1125.1,𩬑,𩬑鬑鬢髮踈薄皃丁兼切八
9598,1125.2,敁,敁敠稱量
9599,1125.3,佔,佔侸輕薄也
9600,1125.4,詀,轉語[㤴/㡇]
9601,1125.5,㡇,上同
9602,1125.6,𧚊,上同
9603,1125.7,𦕒,耳小垂
9604,1125.8,䀡,目垂又丁念切
9605,1126.1,甜,甘也徒兼切五
9606,1126.2,恬,靖也
9607,1126.3,湉,水靖
9608,1126.4,菾,菜名
9609,1126.5,𦳇,藥名
9610,1127.1,鬑,𩬑鬑勒兼切六
9611,1127.2,薕,薕蒹[秀了/未秀]荻草
9612,1127.3,熑,煣軔說文曰火煣車網絕也
9613,1127.4,溓,大水中絕小水出也說文曰薄水也一曰中絕小水
9614,1127.5,濓,薄也
9615,1127.6,燫,火不絕皃
9616,1128.1,謙,敬也讓也苦兼切二
9617,1128.2,䌠,堅持意又呼廉切
9618,1129.1,兼,說文曰并也兼持二禾秉持一禾又姓衞公子兼之後古甜切七
9619,1129.2,縑,絹也說文曰并絲繒也
9620,1129.3,鶼,比翼鳥
9621,1129.4,𥻧,青稻白米
9622,1129.5,蒹,荻未秀
9623,1129.6,𦋰,絲網
9624,1129.7,鰜,青稻白米
9625,1130.1,嫌,說文曰不平於心一曰疑也户兼切[一/二]
9626,1130.2,稴,稻不黏者又力兼切
9627,1131.1,鮎,魚名奴兼切三
9628,1131.2,䬯,說文曰相謁食麥也
9629,1131.3,拈,指取物也
9630,1132.1,馦,香氣許兼切七
9631,1132.2,㾾,㾰㾾病也
9632,1132.3,䵌,赤黃色
9633,1132.4,㽐,香美
9634,1132.5,欦,貪慾也又𥬇也
9635,1132.6,䌠,堅持意又契兼切
9636,1132.7,妗,美也
9637,1133.1,咸,皆也同也悉也亦姓姓苑云巫咸之後今東海有之胡讒切十一
9638,1133.2,鹹,不淡
9639,1133.3,醎,俗
9640,1133.4,函,函谷關名又函書亦姓漢有豫章太守函熙又漢複姓漢末有黃門侍郎函治子覺又音含
9641,1133.5,𩤥,𩤥驩古縣名漢書只作咸
9642,1133.6,諴,和也
9643,1133.7,鰜,魚名
9644,1133.8,稴,不[作/黏]稻也
9645,1133.9,椷,杯也
9646,1133.1,㮀,上同
9647,1133.11,輱,車聲
9648,1134.1,緘,減封古咸切七
9649,1134.2,䌠,慳悋文堅持意口閉也
9650,1134.3,瑊,美石次玉
9651,1134.4,玪,上同
9652,1134.5,尲,尲尬行不正也
9653,1134.6,黬,釡底黒也
9654,1134.7,𪒹,說文曰雖晳而黒也古人名𪒹字晳
9655,1135.1,攕,女手皃所咸切十一
9656,1135.2,摻,上同詩曰摻摻女手又所減切
9657,1135.3,檆,木名似松爾雅又作煔
9658,1135.4,杉,上同
9659,1135.5,櫼,上同說文音尖楔也
9660,1135.6,𩃔,雨皃說文曰微雨也或作𩆷又子廉切
9661,1135.7,𩁺,微雨
9662,1135.8,䀐,瞻視又所儳切
9663,1135.9,𨏪,車聲
9664,1135.1,𩌰,鞍𩌰垂皃
9665,1135.11,㺑,犬容頭進也
9666,1136.1,𤟟,犬吠聲乙咸切又乙陷切三
9667,1136.2,淊,淊沒
9668,1136.3,黯,深黒也又乙減切
9669,1137.1,嵒,巖也又嶃喦山髙皃亦地名五咸切十
9670,1137.2,䫡,面長皃又丘檻切
9671,1137.3,黬,釡底黒也又音緘
9672,1137.4,羬,山羊
9673,1137.5,𧇱,熊虎絕有力也
9674,1137.6,麙,上同
9675,1137.7,𪙊,齒皃
9676,1137.8,碞,僣差又牛金切
9677,1137.9,㺂,羊有力也
9678,1137.1,𧬌,和也又戲言也
9679,1138.1,㰹,𥬇皃許咸切五
9680,1138.2,𧍧,似蛤出海中也
9681,1138.3,妗,喜皃又香兼切
9682,1138.4,𧮰,𧮰谺谷空皃
9683,1138.5,䩂,出頭皃
9684,1139.1,詀,詀諵語聲竹咸切又灭涉切四
9685,1139.2,䩇,䩇䩂出頭皃
9686,1139.3,鵮,鳥啄物也又苦咸切
9687,1139.4,𪉜,鹹味
9688,1140.1,諵,詀諵也女咸切二
9689,1140.2,喃,上同
9690,1141.1,讒,譖也士咸切又士銜切十三
9691,1141.2,獑,獑猢似猿而曰又士銜切
9692,1141.3,鏨,小鑿又才三切
9693,1141.4,饞,不廉
9694,1141.5,毚,狡[毚/兔]
9695,1141.6,㺥,上同
9696,1141.7,𪗂,鼻髙皃
9697,1141.8,欃,檀木別名
9698,1141.9,攙,刺也又楚銜切
9699,1141.1,𪖎,鼠名又埤蒼云鼠皃
9700,1141.11,𢽝,鳥𢽝物也
9701,1141.12,儳,儖儳皃惡也又仕陷切
9702,1141.13,酁,宋地名
9703,1142.1,鵮,鳥鵮物苦咸切五
9704,1142.2,𢽣,上同
9705,1142.3,嵁,嵁巖不平正皃
9706,1142.4,厱,山崖空穴閒皃
9707,1142.5,𠔺,𠔺䫡長面
9708,1143.1,銜,說文曰馬勒口中从金从行銜行馬者户監切二
9709,1143.2,甉,乾瓦屋也
9710,1144.1,巉,險也鋤銜切八
9711,1144.2,嶃,嶃嵒山皃
9712,1144.3,酁,刺也說文曰斷也一曰剽也
9713,1144.4,艬,合木船
9714,1144.5,鑱,吳人云犂鐵說文銳也又士懺切
9715,1144.6,獑,獑猢又士咸切
9716,1144.7,毚,又士咸切
9717,1144.8,嚵,嚵氣說文曰小◫口率也一曰喙也又音懺
9718,1145.1,巖,峯也險也峻廊也五銜切三
9719,1145.2,礹,上同
9720,1145.3,𡆑,呻吟
9721,1146.1,攙,攙搶祅星爾雅作欃槍楚銜切又士咸切一
9722,1147.1,衫,衫衣所銜切八
9723,1147.2,纔,帛靑色又音裁
9724,1147.3,髟,屋翼也又長髮皃
9725,1147.4,縿,絳帛說文曰旌旗游也
9726,1147.5,彡,毛長
9727,1147.6,芟,刈草
9728,1147.7,穇,稴穇穗不實見齊人要術
9729,1147.8,𩌰,又所咸切
9730,1148.1,監,領也察也說文云臨下也古銜切又古懺切五
9731,1148.2,礛,礛䃴青礪
9732,1148.3,𥌈,視也
9733,1148.4,鑑,鑑諸以取月中水又明也
9734,1148.5,㔋,細切
9735,1149.1,𨂝,歩渡水白銜切一
9736,1150.1,嵌,[-/嵌]巖山也口銜切一
9737,1151.1,嚴,嚴毅也威也敬也說文曰[嚴/敎]令急也亦姓本姓莊避漢明帝諱改姓嚴語𩏩切二
9738,1151.2,䉷,射翳
9739,1152.1,𩏩,胡被也虚嚴切五
9740,1152.2,杴,鍬屬古作𣞘或作㸝方言云青齊呼意所好爲杴
9741,1152.3,㿌,㿌𤻙物在喉也
9742,1152.4,𥟕,禾傷肥也
9743,1152.5,蘞,芋之辛味曰蘞
9744,1153.1,醃,鹽漬魚也於嚴切二
9745,1153.2,腌,上同
9746,1154.1,㪁,㪁欹不齊丘嚴切又丘广切二
9747,1154.2,厱,山側空處也
9748,1155.1,凡,常也皆也輕也非一也又姓周公子凡伯之後姓苑云晉陵人符[咸/芝]切七
9749,1155.2,帆,船上幔也亦作颿又扶汎切
9750,1155.3,𠆩,輕也又孚劒切
9751,1155.4,𦨲,船舷
9752,1155.5,氾,國名又姓出燉煌濟北二望皇甫謐云本姓凡氏遭秦亂避地於氾水因改焉漢有氾勝之撰書言種植之事子輯爲燉煌太守子孫因家焉又音汎
9753,1155.6,颿,馬疾歩
9754,1155.7,柉,木皮可以爲索
9755,1156.1,䒦,草浮水皃匹凡切二
9756,1156.2,𣢲,[◫⊟八兮欠/𣢲]多智慧也
9757,1157.1,董,督也正也固也又姓飂叔安裔子董父實甚好龍帝舜嘉焉賜姓曰董出隴西濟隂二望多動切七
9758,1157.2,蝀,螮蝀虹也又音東
9759,1157.3,箽,亦姓又竹器也
9760,1157.4,懂,懵懂心亂
9761,1157.5,蕫,薡蕫草似蒲而細又藕根
9762,1157.6,䵔,懵懂心亂
9763,1157.7,𧄓,𧄓𧄓鼓鳴也
9764,1158.1,蠓,列子曰蠛蠓生朽壤之上因雨而生覩陽而死莊子謂之醯雞莫孔切七
9765,1158.2,𤾬,物上白醭
9766,1158.3,鸏,水鳥又音蒙
9767,1158.4,濛,濛澒大水又莫紅切
9768,1158.5,朦,大皃
9769,1158.6,曚,暡曚日未明也
9770,1158.7,懵,心亂皃
9771,1159.1,孔,孔穴也又空也甚也亦姓殷湯之後本自帝嚳次妃𥳑狄吞乙卵生契賜姓子氏至成湯以其祖吞乙卵而生故名履字[太/天]乙後代以子加乙始爲孔氏至宋孔父嘉遭華父督之難其子奔魯故孔子生於魯康董切二
9772,1159.2,倥,倥偬事多
9773,1160.1,㪌,搏擊先孔切三
9774,1160.2,𥳺,箸桶
9775,1160.3,檧,[-/上同]又蘇公切
9776,1161.1,侗,直也一曰長大他孔切四
9777,1161.2,桶,木桶又音動
9778,1161.3,曈,曈曨欲曙又音童聾
9779,1161.4,捅,捅進前也
9780,1162.1,緫,聚束也合也皆也衆也作孔切十五
9781,1162.2,揔,上同
9782,1162.3,𢝰,俗
9783,1162.4,嵸,巃嵸山皃
9784,1162.5,㢔,衆立
9785,1162.6,𩮀,𩮀角本亦作緫
9786,1162.7,蓯,菶蓯草皃
9787,1162.8,𩱛,爾雅云[⿰車丸/軌]鬷一名素華
9788,1162.9,猣,犬生三子
9789,1162.1,翪,鳥飛竦翅上下也所謂鵲鶪醜其飛也翪
9790,1162.11,䁓,方言云南人竊視
9791,1162.12,㷓,煴也說文曰然麻蒸也又青公切
9792,1162.13,𢉛,屋[-/階中]會又且公切
9793,1162.14,𨍈,關西呼輪曰𨍈
9794,1162.15,偬,倥偬
9795,1163.1,澒,說文曰丹沙所化爲水銀也又濛澒大水胡孔切五
9796,1163.2,鴻,鴻濛又音紅
9797,1163.3,𧋔,𧋔蟲甲類
9798,1163.4,𠳃,鳴聲𠳃𠳃也
9799,1163.5,汞,水銀滓
9800,1164.1,蓊,蓊鬱烏孔切九
9801,1164.2,滃,大水皃
9802,1164.3,暡,氣盛皃
9803,1164.4,郺,郺𨑊多皃又音邕濃
9804,1164.5,勜,勜劜屈強皃劜音軋
9805,1164.6,䈵,竹盛又音翁
9806,1164.7,䐥,䐥臭皃出字林
9807,1164.8,塕,塕埲塵起
9808,1164.9,𤌏,𤌏然煙氣
9809,1165.1,𨑊,奴動切一
9810,1166.1,琫,佩刀飾也邊孔切四
9811,1166.2,菶,草盛
9812,1166.3,𦂌,小皃皮屨又巴講切
9813,1166.4,俸,屛俸又扶用切
9814,1167.1,曨,曈曨力董切九
9815,1167.2,襱,袴也又直隴切
9816,1167.3,巃,巃嵸
9817,1167.4,竉,孔竉
9818,1167.5,籠,竹器又龍聾二音
9819,1167.6,攏,攏略又拗攏籌也[謂/出]酒律
9820,1167.7,𢤱,𢤱悷不調
9821,1167.8,儱,儱侗未成器也
9822,1167.9,龓,乗馬又牽也說文兼有也
9823,1168.1,嗊,羅嗊歌曲出告幼童文呼孔切二
9824,1168.2,𢦅,𢦅𢦅心神恍忽皃
9825,1169.1,動,躁也出也作也搖也徒揔切九
9826,1169.2,𨔝,古文
9827,1169.3,酮,酒壞又音同
9828,1169.4,姛,項直皃
9829,1169.5,眮,瞋目
9830,1169.6,詷,訂詷訂音挺
9831,1169.7,桶,木器又他孔切
9832,1169.8,挏,推引也漢有挏馬官作酒又音同
9833,1169.9,硐,安硐鍃硐見馬融長笛賦
9834,1170.1,菶,蒲蠓切草盛皃又方孔切三
9835,1170.2,唪,大𥬇也
9836,1170.3,埲,塕埲塵起
9837,1171.1,腫,疾也說文癰也釋名曰腫鍾也寒熱氣鍾聚也之隴切六
9838,1171.2,種,種類也又之用切
9839,1171.3,踵,足後又繼也趾也頻也說文追也一曰往來皃
9840,1171.4,歱,說文跟也
9841,1171.5,㣫,相跡也
9842,1171.6,喠,喠𠹍欲吐
9843,1172.1,寵,寵愛也丑隴切三
9844,1172.2,𧼙,小皃行皃
9845,1172.3,埫,埫[容/塎]不安
9846,1173.1,隴,說文云天水大坂也亦州漢汧縣後魏置東秦州又改爲隴州因山名之力踵切三
9847,1173.2,壠,說文曰丘壠也方言曰秦晉之閒家謂之壠亦作壟書傳曰𠭇壟也
9848,1173.3,㙙,塗也
9849,1174.1,擁,手擁說文作𢹬抱也又擁劒蟲形似蟹崔豹古今注云一名執火其螯赤故謂之執火於隴切三
9850,1174.2,𢶜,上同
9851,1174.3,壅,壅堨亦塞也障也又音邕
9852,1175.1,宂,宂散也亦官名續漢志曰先臘一日大儺逐疫鬼宂從僕射將之逐鬼于禁中俗作冗而隴切十二
9853,1175.2,𡦼,上同
9854,1175.3,穁,稻[穁/稍]
9855,1175.4,䢇,不肖也一曰傝䢇劣也或作㩉茸又作𣯾𣯏
9856,1175.5,𣭲,鳥細毛也
9857,1175.6,氄,上同
9858,1175.7,軵,推車或作搑
9859,1175.8,𤘺,水牛
9860,1175.9,𪕎,𪕎鼠
9861,1175.1,𢫨,拒也亦作軵
9862,1175.11,𨍷,輕也
9863,1175.12,搑,推擣皃也又而容切
9864,1176.1,重,多也厚也善也愼也直隴切又直龍直用二切四
9865,1176.2,𢝆,遲也
9866,1176.3,襱,袴也又來公力董二切又作𧙥
9867,1176.4,鮦,魚名又直柳切
9868,1177.1,冢,大也周禮天官冢宰說文曰髙墳也釋名曰冢腫也象山頂之髙腫起知隴切二
9869,1177.2,塚,俗
9870,1178.1,奉,與也獻也禄也說文承也扶隴切二
9871,1178.2,唪,口髙皃出埤蒼
9872,1179.1,捧,兩手承也敷奉切一
9873,1180.1,勇,猛也說文作勈气也余隴切十五
9874,1180.2,恿,古文
9875,1180.3,涌,涌泉說文曰滕也一曰涌水在楚國
9876,1180.4,甬,草花欲發皃亦甬道周禮云舞上謂之甬甬[鍾/鐘]柄也
9877,1180.5,踊,跳也又踊刖者以之接足晏子曰踊貴屨賤
9878,1180.6,慂,方言云慫[涌歡/慂勸]也
9879,1180.7,𧻹,說文曰喪躃𧻹也經典作踊同
9880,1180.8,塎,埫塎不安
9881,1180.9,悀,心喜也又出也
9882,1180.1,埇,地名在淮泗
9883,1180.11,溶,水皃又音容
9884,1180.12,蛹,蠶化爲之
9885,1180.13,傛,說文曰不安也又音容
9886,1180.14,俑,木人送葬設關而能跳踊故名之出埤蒼
9887,1180.15,𧗴,巷道出蒼頡篇
9888,1181.1,恐,懼也丘隴切又丘用切三
9889,1181.2,𢖶,古文
9890,1181.3,𦶐,䕞𦿆也
9891,1182.1,尰,足腫病亦作𡰒時宂切三
9892,1182.2,瘇,上同出說文
9893,1182.3,𢡹,自要𢡹出聲譜
9894,1183.1,拱,手抱也又斂手也居悚切十八
9895,1183.2,拲,兩手共械周禮曰上罪梏拲而桎
9896,1183.3,䂬,水邊大石
9897,1183.4,鞏,輞也
9898,1183.5,蛬,蟋蟀又巨容切
9899,1183.6,孓,[孓/孒]孑孓井中小蟲
9900,1183.7,珙,璧也
