漢字識別號,字,字義,小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
14018,歐,吐也或作嘔烏后切又烏侯切七,1018,謳,烏侯,Øio1,2.19侯,影,Ø,喉音,喉音,全清,發聲,侯開3舒聲,io,流,侯,侯,平,開,3,開細
14019,嘔,上同,1018,謳,烏侯,Øio1,2.19侯,影,Ø,喉音,喉音,全清,發聲,侯開3舒聲,io,流,侯,侯,平,開,3,開細
14020,毆,毆擊也俗作敺,1967,歐,烏后,Øio2,3.45厚,影,Ø,喉音,喉音,全清,發聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14021,㸸,特牛又吼口二音,1965,吼,呼后,hio2,3.45厚,曉,h,喉音,喉音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14022,𠙶,山名在溧陽縣,1967,歐,烏后,Øio2,3.45厚,影,Ø,喉音,喉音,全清,發聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14023,塸,聚沙,1967,歐,烏后,Øio2,3.45厚,影,Ø,喉音,喉音,全清,發聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14024,䙔,㳄衣也又於侯切,272,紆,憶俱,Øu1,1.10虞,影,Ø,喉音,喉音,全清,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
14025,塿,培塿郎斗切十,1968,塿,郎斗,lio2,3.45厚,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14026,嘍,連嘍煩皃又力侯切,1020,樓,落侯,lio5,2.19侯,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,侯,平,開,3,開細
14027,簍,籠也周禮作簝,1020,樓,落侯,lio5,2.19侯,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,侯,平,開,3,開細
14028,甊,瓿甊甖,1968,塿,郎斗,lio2,3.45厚,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14029,𪍣,𪍴𪍣糫餅,1968,塿,郎斗,lio2,3.45厚,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14030,嶁,文字音義云山巓也,1371,縷,力主,lu2,3.09麌,來,l,半舌音,半舌,次濁,收聲,虞開3舒聲,u,遇,虞,麌,上,開,3,獨細
14031,㪹,斢㪹兵奪人物出新字林,1968,塿,郎斗,lio2,3.45厚,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14032,謱,謰謱小兒語又力侯切,1020,樓,落侯,lio5,2.19侯,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,侯,平,開,3,開細
14033,漊,溝通水漊▼漊字當删▲也,1371,縷,力主,lu2,3.09麌,來,l,半舌音,半舌,次濁,收聲,虞開3舒聲,u,遇,虞,麌,上,開,3,獨細
14034,䅹,耕畦,1968,塿,郎斗,lio2,3.45厚,來,l,半舌音,半舌,次濁,收聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14035,走,趨也子苟切又音奏一,1969,走,子苟,cio2,3.45厚,精,c,齒音,齒頭音,全清,發聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14036,口,說文曰人所以言食也亦姓今同州有之苦后切九,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14037,扣,扣擊也亦作叩,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14038,㸸,犃㸸,1965,吼,呼后,hio2,3.45厚,曉,h,喉音,喉音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14039,𤘘,上同,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14040,釦,金飾,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14041,叩,叩頭,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14042,𧥣,先相𧥣可,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14043,𨙫,郷名,1970,口,苦后,khio2,3.45厚,溪,kh,牙音,牙音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14044,竘,健也又驅甫切,1364,齲,驅雨,khu2,3.09麌,溪,kh,牙音,牙音,次清,送氣,虞開3舒聲,u,遇,虞,麌,上,開,3,獨細
14045,䕆,圎草褥也徒口切六,1971,䕆,徒口,tio2,3.45厚,定,t,舌音,舌頭音,全濁,,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14046,𨪐,酒器也或作鍮,1971,䕆,徒口,tio2,3.45厚,定,t,舌音,舌頭音,全濁,,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14047,𠁁,水盥皃也說文同上,1971,䕆,徒口,tio2,3.45厚,定,t,舌音,舌頭音,全濁,,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14048,揄,揄引,261,逾,羊朱,Øu5,1.10虞,以,Ø,喉音,喉音,次濁,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
14049,𩿢,水鳥又他口切,1959,𪌜,天口,thio2,3.45厚,透,th,舌音,舌頭音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14050,襡,短衣,1958,斗,當口,tio2,3.45厚,端,t,舌音,舌頭音,全清,發聲,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14051,鯫,魚名一曰姓漢有鯫生又淺鯫小人仕垢切又士溝切一,264,趨,七逾,chu1,1.10虞,清,ch,齒音,齒頭音,次清,送氣,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
14052,趣,趣馬書傳云趣馬掌馬之官也倉苟切又[七/士]屢切三,1973,趣,蒼苟,chio2,3.45厚,清,ch,齒音,齒頭音,次清,送氣,侯開3舒聲,io,流,侯,厚,上,開,3,開細
14053,取,又七庾切,1370,取,七庾,chu2,3.09麌,清,ch,齒音,齒頭音,次清,送氣,虞開3舒聲,u,遇,虞,麌,上,開,3,獨細
14054,棷,棨也又側溝切,1008,鄒,側鳩,ciu1,2.18尤,莊,c,齒音,正齒近齒頭,全清,發聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
14055,黝,黒也於糾切又於夷切七,159,伊,於脂,Øi1,1.06脂,影,Ø,喉音,喉音,全清,發聲,脂開3舒聲,i,止,脂,脂,平,開,3,開細
14056,怮,憂皃,656,幺,於堯,Øiau1,2.03蕭,影,Ø,喉音,喉音,全清,發聲,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
14057,䬀,䬀𩖴風聲又於柳切,1946,䬀,於柳,Øiu2,3.44有,影,Ø,喉音,喉音,全清,發聲,尤開3舒聲,iu,流,尤,有,上,開,3,開細
14058,蚴,蚴蟉龍皃,1974,黝,於糾,Øiu2,3.46黝,影,Ø,喉音,喉音,全清,發聲,幽開3舒聲,iu,流,幽,黝,上,開,3,開細
14059,泑,崑崙山下澤也,1034,幽,於虯,Øiu1,2.20幽,影,Ø,喉音,喉音,全清,發聲,幽開3舒聲,iu,流,幽,幽,平,開,3,開細
14060,眑,幽靜之皃,702,䫜,於交,Øau1,2.05肴,影,Ø,喉音,喉音,全清,發聲,肴開2舒聲,au,效,肴,肴,平,開,2,開洪
14061,𣢜,愁皃,1034,幽,於虯,Øiu1,2.20幽,影,Ø,喉音,喉音,全清,發聲,幽開3舒聲,iu,流,幽,幽,平,開,3,開細
14062,糾,督也恭也急也戾也俗作糺居黝切四,1975,糾,居黝,kiu2,3.46黝,見,k,牙音,牙音,全清,發聲,幽開3舒聲,iu,流,幽,黝,上,開,3,開細
14063,赳,武皃詩曰赳赳武夫,1975,糾,居黝,kiu2,3.46黝,見,k,牙音,牙音,全清,發聲,幽開3舒聲,iu,流,幽,黝,上,開,3,開細
14064,朻,爾雅曰朻者聊又居幽切,1004,鳩,居求,kiu1,2.18尤,見,k,牙音,牙音,全清,發聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
14065,𨷺,[𨷺/鬮]鬮取皃,1004,鳩,居求,kiu1,2.18尤,見,k,牙音,牙音,全清,發聲,尤開3舒聲,iu,流,尤,尤,平,開,3,開細
14066,蟉,蚴蟉龍皃渠黝切一,1035,虯,渠幽,kiu5,2.20幽,群,k,牙音,牙音,全濁,,幽開3舒聲,iu,流,幽,幽,平,開,3,開細
14067,寑,室也臥也七稔切九,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14068,𡪢,上同見說文,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14069,寢,上同見經典,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14070,梫,木名桂也,1058,祲,子心,cim1,2.21侵,精,c,齒音,齒頭音,全清,發聲,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14071,㾛,㾛痛又皃醜也,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14072,𡬓,說文曰病臥也,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14073,𦯈,覆也,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14074,鋟,爪刻鏤版又子廉切,1116,尖,子廉,ciam1,2.24鹽,精,c,齒音,齒頭音,全清,發聲,鹽開4舒聲,iam,咸,鹽,鹽,平,開,4,開細
14075,䤐,小甜,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14076,朕,我也秦始皇二十六年始爲天子之稱直稔切六,1978,朕,直稔,tim2,3.47寑,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14077,𦩗,[𦩗/𦩎],1978,朕,直稔,tim2,3.47寑,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14078,鰧,魚名似鰕赤文出廣雅,981,騰,徒登,ting5,2.17登,定,t,舌音,舌頭音,全濁,,登開1舒聲,ing,曾,登,登,平,開,1,開洪
14079,螣,螣蛇,981,騰,徒登,ting5,2.17登,定,t,舌音,舌頭音,全濁,,登開1舒聲,ing,曾,登,登,平,開,1,開洪
14080,栚,說文曰槌之橫者關西謂之㯢,1978,朕,直稔,tim2,3.47寑,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14081,顩,顩頥醜皃,1978,朕,直稔,tim2,3.47寑,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14082,坅,坎也丘甚切一,1979,坅,丘甚,khi2,3.47寑,溪,kh,牙音,牙音,次清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14083,廩,倉有屋曰廩力稔切八,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14084,㐭,上同,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14085,懍,敬也畏也,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14086,菻,菻蒿,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14087,凜,寒凜,1061,琴,巨金,kim5,2.21侵,群,k,牙音,牙音,全濁,,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14088,顲,顲然作色皃,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14089,𤎭,火舒,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14090,癛,粟體,1980,廩,力稔,lim2,3.47寑,來,l,半舌音,半舌,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14091,罧,積柴取魚斯甚切二,1981,罧,斯甚,si2,3.47寑,心,s,齒音,齒頭音,全清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14092,伈,伈伈恐皃,1981,罧,斯甚,si2,3.47寑,心,s,齒音,齒頭音,全清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14093,踸,踸[踔/踔]行無常皃丑甚切三,1982,踸,丑甚,thi2,3.47寑,徹,th,舌音,舌上音,次清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14094,鍖,鍖銋,1982,踸,丑甚,thi2,3.47寑,徹,th,舌音,舌上音,次清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14095,䫖,䫖䫴自愞劣皃,1982,踸,丑甚,thi2,3.47寑,徹,th,舌音,舌上音,次清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14096,䤐,小甜也子朕切四,1977,寑,七稔,chim2,3.47寑,清,ch,齒音,齒頭音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14097,𡩻,漸也漬也又子鴆切,1983,䤐,子朕,cim2,3.47寑,精,c,齒音,齒頭音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14098,䭙,濕通上也,1983,䤐,子朕,cim2,3.47寑,精,c,齒音,齒頭音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14099,䐶,䐶脣病也,1079,簪,作含,cam1,2.22覃,精,c,齒音,齒頭音,全清,發聲,覃開1舒聲,am,咸,覃,覃,平,開,1,開洪
14100,荏,菜也又荏苒如甚切十四,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14101,飪,熟食,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14102,餁,上同,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14103,䭃,亦同又玉篇云飽也,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14104,稔,年也亦歳熟廣雅曰稔秋穀熟也,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14105,栠,木弱皃,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14106,恁,念也,1053,任,如林,jim5,2.21侵,日,j,半齒音,半齒,次濁,收聲,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14107,袵,文字音義云臥席也,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14108,䏕,肉汁,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14109,䇮,字書云單席,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14110,棯,果木名爾雅云還味棯棗,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14111,𢆉,稍甚,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14112,銋,[𩜱餁/鍖銋],1053,任,如林,jim5,2.21侵,日,j,半齒音,半齒,次濁,收聲,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14113,腍,味好,1984,荏,如甚,ji2,3.47寑,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,之,平,開,3,開細
14114,枕,枕席又姓出下邳章荏切又之賃切三,1050,沈,直深,tim5,2.21侵,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14115,䪴,頭骨後,1985,枕,章荏,cim2,3.47寑,章,c,齒音,正齒近舌上,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14116,䫬,頭銳長也,1985,枕,章荏,cim2,3.47寑,章,c,齒音,正齒近舌上,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14117,沈,國名古作邥亦姓出吳興本自周文王第十子聃季食采於沈即汝南平輿沈亭是也子孫以國爲氏式[任/荏]切又丈林切十四,1050,沈,直深,tim5,2.21侵,澄,t,舌音,舌上音,全濁,,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14118,邥,古文,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14119,宷,說文曰悉也知寀諟也,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14120,審,詳審也說文同上亦姓漢有辟陽侯審食其,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14121,㰂,木名山海經云煑其汁味甘可爲酒,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14122,瞫,竊視又姓後漢書云武落鍾離山有黒穴出四姓瞫氏相氏樊氏鄭氏也,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14123,諗,吿也謀也深諌也又如甚切,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14124,䰼,大魚,1059,𩷒,昨淫,cim5,2.21侵,從,c,齒音,齒頭音,全濁,,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14125,魫,魚子,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14126,淰,淰㴸水動也禮運曰龍以爲畜故魚鮪不淰淰之言閃也,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14127,㜤,志下,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14128,䀢,瞚也,193,詩,書之,si1,1.07之,書,s,齒音,正齒近舌上,全清,送氣,之開3舒聲,i,止,之,之,平,開,3,開細
14129,𩶇,大魚,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14130,𧀯,草名,1986,沈,式任,sim2,3.47寑,書,s,齒音,正齒近舌上,全清,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14131,葚,說文曰桑實也食荏切二,1987,葚,食荏,sim2,3.47寑,船,s,齒音,正齒近舌上,全濁,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14132,𣞵,上同俗又作椹椹本音砧,1987,葚,食荏,sim2,3.47寑,船,s,齒音,正齒近舌上,全濁,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14133,甚,劇過也說文曰尤安樂也常枕切二,1988,甚,常枕,sim2,3.47寑,禪,s,齒音,正齒近齒頭,全濁,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14134,訦,信也又市林切,1052,諶,氏任,sim5,2.21侵,禪,s,齒音,正齒近齒頭,全濁,送氣,侵開3舒聲,im,深,侵,沁,去,開,3,開細
14135,瀋,汁也昌枕切一,1989,瀋,昌枕,chim2,3.47寑,昌,ch,齒音,正齒近舌上,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14136,墋,土也初朕切三,1990,墋,初朕,chim2,3.47寑,初,ch,齒音,正齒近齒頭,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14137,醦,酢甚,1990,墋,初朕,chim2,3.47寑,初,ch,齒音,正齒近齒頭,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14138,磣,食有沙磣,1990,墋,初朕,chim2,3.47寑,初,ch,齒音,正齒近齒頭,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14139,拰,拰搦尼凜切一,1991,拰,尼凜,lim2,3.47寑,娘,l,舌音,舌上音,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14140,噤,寒而口閉渠飲切四,1992,噤,渠飲,kim2,3.47寑,群,k,牙音,牙音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14141,䫴,切齒怒也,1992,噤,渠飲,kim2,3.47寑,群,k,牙音,牙音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14142,凚,玉篇云寒極也,1992,噤,渠飲,kim2,3.47寑,群,k,牙音,牙音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14143,唫,說文云口急也,1063,吟,魚金,gim5,2.21侵,疑,g,牙音,牙音,次濁,收聲,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14144,錦,釋名曰錦金也作之用功重其價如金故字從金帛居飲切一,1993,錦,居飲,kim2,3.47寑,見,k,牙音,牙音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14145,蕈,菌生木上慈荏切一,1994,蕈,慈荏,cim2,3.47寑,從,c,齒音,齒頭音,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14146,僸,仰頭皃牛錦切又音禁二,1995,僸,牛錦,gim2,3.47寑,疑,g,牙音,牙音,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14147,趛,低頭疾行,1995,僸,牛錦,gim2,3.47寑,疑,g,牙音,牙音,次濁,收聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14148,㾕,寒病踈錦切三,453,莘,所臻,sin1,1.19臻,生,s,齒音,正齒近齒頭,全清,送氣,臻開2舒聲,in,臻,臻,臻,平,開,2,開細
14149,瘮,上同,1996,㾕,踈錦,sim2,3.47寑,生,s,齒音,正齒近齒頭,全清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14150,槮,木實名也,1067,森,所今,sim1,2.21侵,生,s,齒音,正齒近齒頭,全清,送氣,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14151,稟,供穀又與也筆錦切一,1997,稟,筆錦,pim2,3.47寑,幫,p,脣音,重脣音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14152,㱃,說文曰歠也於錦切三,1998,㱃,於錦,Øim2,3.47寑,影,Ø,喉音,喉音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14153,飲,上同,1998,㱃,於錦,Øim2,3.47寑,影,Ø,喉音,喉音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14154,𤃷,大水至又於感切,1998,㱃,於錦,Øim2,3.47寑,影,Ø,喉音,喉音,全清,發聲,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14155,品,官品又類也衆庶也式也法也二口則生訟三口乃能品量又姓出何氏姓苑丕飲切一,1999,品,丕飲,phim2,3.47寑,滂,ph,脣音,重脣音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14156,𩖄,𩒣𩖄醜皃欽錦切二,2000,𩖄,欽錦,khim2,3.47寑,溪,kh,牙音,牙音,次清,送氣,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14157,顉,曲頥之皃又五感切,1062,欽,去金,khim1,2.21侵,溪,kh,牙音,牙音,次清,送氣,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14158,廞,[大喪囊/大喪廞裘也]也許錦切又羲今切一,1064,歆,許金,him1,2.21侵,曉,h,喉音,喉音,次清,送氣,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14159,戡,[小/少]斫也張甚切又音堪二,1082,龕,口含,kham1,2.22覃,溪,kh,牙音,牙音,次清,送氣,覃開1舒聲,am,咸,覃,覃,平,開,1,開洪
14160,㱽,深擊說文曰下擊上也,1061,琴,巨金,kim5,2.21侵,群,k,牙音,牙音,全濁,,侵開3舒聲,im,深,侵,侵,平,開,3,開細
14161,潭,潭濼水動摇皃以荏切又徒南切一,1072,覃,徒含,tam5,2.22覃,定,t,舌音,舌頭音,全濁,,覃開1舒聲,am,咸,覃,覃,平,開,1,開洪
14162,𩒣,𩒣𩖄醜皃士㾕切一,2004,𩒣,士㾕,cim2,3.47寑,崇,c,齒音,正齒近齒頭,全濁,,侵開3舒聲,im,深,侵,寑,上,開,3,開細
14163,感,動也古禫切十一,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14164,𥸡,竹名亦作篢,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14165,鱤,魚名,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14166,灝,豆汁,1713,晧,胡老,ho2,3.32晧,匣,h,喉音,喉音,全濁,送氣,豪開1舒聲,o,效,豪,晧,上,開,1,開洪
14167,贑,水名在南康又音紺,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14168,䤗,酒味[滛/淫]也,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14169,贛,水名在豫章,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14170,㔶,方言云箱類又云覆頭也又音貢,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14171,𧆐,薏苡,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
14172,䃭,石篋見封禪議,2005,感,古禫,kam2,3.48感,見,k,牙音,牙音,全清,發聲,覃開1舒聲,am,咸,覃,感,上,開,1,開洪
