小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
1121,襳,史炎,siam1,2.24鹽,生,s,齒音,正齒近齒頭,全清,送氣,鹽開4舒聲,iam,咸,鹽,鹽,平,開,4,開細
1122,㶣,直炎,tiam5,2.24鹽,澄,t,舌音,舌上音,全濁,,鹽開4舒聲,iam,咸,鹽,鹽,平,開,4,開細
1123,鍼,巨鹽,kiam5,2.24鹽,群,k,牙音,牙音,全濁,,鹽開4舒聲,iam,咸,鹽,鹽,平,開,4,開細
1124,添,他兼,thiam1,2.25添,透,th,舌音,舌頭音,次清,送氣,添開3舒聲,iam,咸,添,添,平,開,3,開細
1125,𩬑,丁兼,tiam1,2.25添,端,t,舌音,舌頭音,全清,發聲,添開3舒聲,iam,咸,添,添,平,開,3,開細
1126,甜,徒兼,tiam5,2.25添,定,t,舌音,舌頭音,全濁,,添開3舒聲,iam,咸,添,添,平,開,3,開細
1127,鬑,勒兼,liam5,2.25添,來,l,半舌音,半舌,次濁,收聲,添開3舒聲,iam,咸,添,添,平,開,3,開細
1128,謙,苦兼,khiam1,2.25添,溪,kh,牙音,牙音,次清,送氣,添開3舒聲,iam,咸,添,添,平,開,3,開細
1129,兼,古甜,kiam1,2.25添,見,k,牙音,牙音,全清,發聲,添開3舒聲,iam,咸,添,添,平,開,3,開細
1130,嫌,戸兼,hiam5,2.25添,匣,h,喉音,喉音,全濁,送氣,添開3舒聲,iam,咸,添,添,平,開,3,開細
1131,鮎,奴兼,liam5,2.25添,泥,l,舌音,舌頭音,次濁,收聲,添開3舒聲,iam,咸,添,添,平,開,3,開細
1132,馦,許兼,hiam1,2.25添,曉,h,喉音,喉音,次清,送氣,添開3舒聲,iam,咸,添,添,平,開,3,開細
1133,咸,胡讒,ham5,2.26咸,匣,h,喉音,喉音,全濁,送氣,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1134,緘,古咸,kam1,2.26咸,見,k,牙音,牙音,全清,發聲,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1135,攕,所咸,sam1,2.26咸,生,s,齒音,正齒近齒頭,全清,送氣,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1136,𤟟,乙咸,Øam1,2.26咸,影,Ø,喉音,喉音,全清,發聲,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1137,嵒,五咸,gam5,2.26咸,疑,g,牙音,牙音,次濁,收聲,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1138,㰹,許咸,ham1,2.26咸,曉,h,喉音,喉音,次清,送氣,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1139,詀,竹咸,tam1,2.26咸,知,t,舌音,舌上音,全清,發聲,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1140,諵,女咸,lam5,2.26咸,娘,l,舌音,舌上音,次濁,收聲,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1141,讒,士咸,cam5,2.26咸,崇,c,齒音,正齒近齒頭,全濁,,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1142,鵮,苦咸,kham1,2.26咸,溪,kh,牙音,牙音,次清,送氣,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1143,銜,戸監,ham5,2.27銜,匣,h,喉音,喉音,全濁,送氣,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1144,巉,鋤銜,cam5,2.27銜,崇,c,齒音,正齒近齒頭,全濁,,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1145,巖,五銜,gam5,2.27銜,疑,g,牙音,牙音,次濁,收聲,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1146,攙,楚銜,cham1,2.27銜,初,ch,齒音,正齒近齒頭,次清,送氣,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1147,衫,所銜,sam1,2.27銜,生,s,齒音,正齒近齒頭,全清,送氣,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1148,監,古銜,kam1,2.27銜,見,k,牙音,牙音,全清,發聲,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1149,𨂝,白銜,pam5,2.27銜,並,p,脣音,重脣音,全濁,,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1150,嵌,口銜,kham1,2.27銜,溪,kh,牙音,牙音,次清,送氣,銜開2舒聲,am,咸,銜,銜,平,開,2,開洪
1151,嚴,語𩏩,giam5,2.28嚴,疑,g,牙音,牙音,次濁,收聲,嚴開3舒聲,iam,咸,嚴,嚴,平,開,3,開細
1152,𩏩,虚嚴,hiam1,2.28嚴,曉,h,喉音,喉音,次清,送氣,嚴開3舒聲,iam,咸,嚴,嚴,平,開,3,開細
1153,醃,於嚴,Øiam1,2.28嚴,影,Ø,喉音,喉音,全清,發聲,嚴開3舒聲,iam,咸,嚴,嚴,平,開,3,開細
1154,㪁,丘嚴,khiam1,2.28嚴,溪,kh,牙音,牙音,次清,送氣,嚴開3舒聲,iam,咸,嚴,嚴,平,開,3,開細
1155,凡,符咸,ham5,2.29凡,奉,h,脣音,輕脣音,全濁,,咸開2舒聲,am,咸,咸,咸,平,開,2,開洪
1156,䒦,匹凡,phuan1,2.29凡,滂,ph,脣音,重脣音,次清,送氣,凡合3舒聲,uan,咸,凡,凡,平,合,3,合細
1157,董,多動,tong2,3.01懂,端,t,舌音,舌頭音,全清,發聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1158,蠓,莫孔,bong2,3.01懂,明,b,脣音,重脣音,次濁,收聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1159,孔,康董,khong2,3.01懂,溪,kh,牙音,牙音,次清,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1160,㪌,先孔,song2,3.01懂,心,s,齒音,齒頭音,全清,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1161,侗,他孔,thong2,3.01懂,透,th,舌音,舌頭音,次清,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1162,緫,作孔,cong2,3.01懂,精,c,齒音,齒頭音,全清,發聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1163,澒,胡孔,hong2,3.01懂,匣,h,喉音,喉音,全濁,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1164,蓊,烏孔,Øong2,3.01懂,影,Ø,喉音,喉音,全清,發聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1165,𨑊,奴動,long2,3.01懂,泥,l,舌音,舌頭音,次濁,收聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1166,琫,邊孔,pong2,3.01懂,幫,p,脣音,重脣音,全清,發聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1167,曨,力董,long2,3.01懂,來,l,半舌音,半舌,次濁,收聲,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1168,嗊,呼孔,hong2,3.01懂,曉,h,喉音,喉音,次清,送氣,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1169,動,徒揔,tong2,3.01懂,定,t,舌音,舌頭音,全濁,,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1170,菶,蒲蠓,pong2,3.01懂,並,p,脣音,重脣音,全濁,,東開1舒聲,ong,通,東,董,上,開,1,獨洪
1171,腫,之隴,ciong2,3.02腫,章,c,齒音,正齒近舌上,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1172,寵,丑隴,thiong2,3.02腫,徹,th,舌音,舌上音,次清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1173,隴,力踵,liong2,3.02腫,來,l,半舌音,半舌,次濁,收聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1174,擁,於隴,Øiong2,3.02腫,影,Ø,喉音,喉音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1175,宂,而隴,jiong2,3.02腫,日,j,半齒音,半齒,次濁,收聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1176,重,直隴,tiong2,3.02腫,澄,t,舌音,舌上音,全濁,,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1177,冢,知隴,tiong2,3.02腫,知,t,舌音,舌上音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1178,奉,扶隴,hiong2,3.02腫,奉,h,脣音,輕脣音,全濁,,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1179,捧,敷奉,hiong2,3.02腫,敷,h,脣音,輕脣音,次清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1180,勇,余隴,Øiong2,3.02腫,以,Ø,喉音,喉音,次濁,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1181,恐,丘隴,khiong2,3.02腫,溪,kh,牙音,牙音,次清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1182,尰,時宂,siong2,3.02腫,禪,s,齒音,正齒近齒頭,全濁,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1183,拱,居悚,kiong2,3.02腫,見,k,牙音,牙音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1184,悚,息拱,siong2,3.02腫,心,s,齒音,齒頭音,全清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1185,洶,許拱,hiong2,3.02腫,曉,h,喉音,喉音,次清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1186,覂,方勇,hiong2,3.02腫,非,h,脣音,輕脣音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1187,湩,都𪁪,tiong2,3.02腫,端,t,舌音,舌頭音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1188,𪁪,莫湩,biong2,3.02腫,明,b,脣音,重脣音,次濁,收聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1189,䅃,渠隴,kiong2,3.02腫,群,k,牙音,牙音,全濁,,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1190,𨿿,充隴,chiong2,3.02腫,昌,ch,齒音,正齒近舌上,次清,送氣,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1191,𢃭,職勇,ciong2,3.02腫,章,c,齒音,正齒近舌上,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1192,䙕,子冢,ciong2,3.02腫,精,c,齒音,齒頭音,全清,發聲,鍾開3舒聲,iong,通,鍾,腫,上,開,3,獨細
1193,講,古項,kang2,3.03講,見,k,牙音,牙音,全清,發聲,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1194,㭋,步項,pang2,3.03講,並,p,脣音,重脣音,全濁,,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1195,慃,烏項,Øang2,3.03講,影,Ø,喉音,喉音,全清,發聲,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1196,𠈵,武項,bang2,3.03講,微,b,脣音,輕脣音,次濁,收聲,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1197,項,胡講,hang2,3.03講,匣,h,喉音,喉音,全濁,送氣,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1198,𦂌,巴講,pang2,3.03講,幫,p,脣音,重脣音,全清,發聲,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1199,傋,虚慃,hang2,3.03講,曉,h,喉音,喉音,次清,送氣,江開2舒聲,ang,江,江,講,上,開,2,獨洪
1200,紙,諸氏,ci2,3.04紙,章,c,齒音,正齒近舌上,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1201,是,承紙,si2,3.04紙,禪,s,齒音,正齒近齒頭,全濁,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1202,靡,文彼,bi2,3.04紙,微,b,脣音,輕脣音,次濁,收聲,支開3舒聲,i,止,支,寘,去,開,3,開細
1203,彼,甫委,hui2,3.04紙,非,h,脣音,輕脣音,全清,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1204,被,皮彼,pi2,3.04紙,並,p,脣音,重脣音,全濁,,支開3舒聲,i,止,支,寘,去,開,3,開細
1205,毀,許委,hui2,3.04紙,曉,h,喉音,喉音,次清,送氣,支合3舒聲,ui,止,支,紙,上,合,3,合細
1206,委,於詭,Øui2,3.04紙,影,Ø,喉音,喉音,全清,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1207,跪,去委,khui2,3.04紙,溪,kh,牙音,牙音,次清,送氣,支合3舒聲,ui,止,支,紙,上,合,3,合細
1208,詭,過委,kui2,3.04紙,見,k,牙音,牙音,全清,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1209,髓,息委,sui2,3.04紙,心,s,齒音,齒頭音,全清,送氣,支合3舒聲,ui,止,支,紙,上,合,3,合細
1210,絫,力委,lui2,3.04紙,來,l,半舌音,半舌,次濁,收聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1211,技,渠綺,ki2,3.04紙,群,k,牙音,牙音,全濁,,支開3舒聲,i,止,支,紙,上,開,3,開細
1212,倚,於綺,Øi2,3.04紙,影,Ø,喉音,喉音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1213,掎,居綺,ki2,3.04紙,見,k,牙音,牙音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1214,綺,墟彼,khi2,3.04紙,溪,kh,牙音,牙音,次清,送氣,支開3舒聲,i,止,支,寘,去,開,3,開細
1215,螘,魚倚,gi2,3.04紙,疑,g,牙音,牙音,次濁,收聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1216,蔿,韋委,Øui2,3.04紙,云,Ø,喉音,喉音,次濁,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1217,觜,即委,cui2,3.04紙,精,c,齒音,齒頭音,全清,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1218,蘂,如累,jui2,3.04紙,日,j,半齒音,半齒,次濁,收聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1219,此,雌氏,chi2,3.04紙,清,ch,齒音,齒頭音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1220,豸,池爾,ti2,3.04紙,澄,t,舌音,舌上音,全濁,,支開3舒聲,i,止,支,紙,上,開,3,開細
1221,徙,斯氏,si2,3.04紙,心,s,齒音,齒頭音,全清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1222,酏,移爾,Øi2,3.04紙,以,Ø,喉音,喉音,次濁,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1223,邐,力紙,li2,3.04紙,來,l,半舌音,半舌,次濁,收聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1224,躧,所綺,si2,3.04紙,生,s,齒音,正齒近齒頭,全清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1225,𢔌,并弭,pi2,3.04紙,幫,p,脣音,重脣音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1226,爾,兒氏,ji2,3.04紙,日,j,半齒音,半齒,次濁,收聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1227,渳,綿婢,bi2,3.04紙,明,b,脣音,重脣音,次濁,收聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1228,婢,便婢,pi2,3.04紙,並,p,脣音,重脣音,全濁,,支開3舒聲,i,止,支,紙,上,開,3,開細
1229,侈,尺氏,chi2,3.04紙,昌,ch,齒音,正齒近舌上,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1230,弛,施是,si2,3.04紙,書,s,齒音,正齒近舌上,全清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1231,紫,將此,ci2,3.04紙,精,c,齒音,齒頭音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1232,捶,之累,cui2,3.04紙,章,c,齒音,正齒近舌上,全清,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1233,揣,初委,chui2,3.04紙,初,ch,齒音,正齒近齒頭,次清,送氣,支合3舒聲,ui,止,支,紙,上,合,3,合細
1234,𤢍,隨婢,si2,3.04紙,邪,s,齒音,齒頭音,全濁,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1235,舓,神帋,si2,3.04紙,船,s,齒音,正齒近舌上,全濁,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1236,㧗,側氏,ci2,3.04紙,莊,c,齒音,正齒近齒頭,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1237,㱟,匹靡,phi2,3.04紙,滂,ph,脣音,重脣音,次清,送氣,支開3舒聲,i,止,支,寘,去,開,3,開細
1238,諀,匹婢,phi2,3.04紙,滂,ph,脣音,重脣音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1239,䓈,羊捶,Øui2,3.04紙,以,Ø,喉音,喉音,次濁,發聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1240,惢,才捶,cui2,3.04紙,從,c,齒音,齒頭音,全濁,,支合3舒聲,ui,止,支,紙,上,合,3,合細
1241,跬,丘弭,khi2,3.04紙,溪,kh,牙音,牙音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1242,狔,女氏,li2,3.04紙,娘,l,舌音,舌上音,次濁,收聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1243,硊,魚毀,gui2,3.04紙,疑,g,牙音,牙音,次濁,收聲,支合3舒聲,ui,止,支,紙,上,合,3,合細
1244,跪,渠委,kui2,3.04紙,群,k,牙音,牙音,全濁,,支合3舒聲,ui,止,支,紙,上,合,3,合細
1245,褫,敕豸,thi2,3.04紙,徹,th,舌音,舌上音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1246,㨖,陟侈,ti2,3.04紙,知,t,舌音,舌上音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1247,𪖪,興倚,hi2,3.04紙,曉,h,喉音,喉音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1248,企,丘弭,khi2,3.04紙,溪,kh,牙音,牙音,次清,送氣,支開3舒聲,i,止,支,紙,上,開,3,開細
1249,菙,時髓,sui2,3.04紙,禪,s,齒音,正齒近齒頭,全濁,送氣,支合3舒聲,ui,止,支,紙,上,合,3,合細
1250,枳,居氏,ki2,3.04紙,見,k,牙音,牙音,全清,發聲,支開3舒聲,i,止,支,紙,上,開,3,開細
1251,旨,職雉,ci2,3.05旨,章,c,齒音,正齒近舌上,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1252,視,承矢,si2,3.05旨,禪,s,齒音,正齒近齒頭,全濁,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1253,美,無鄙,bi2,3.05旨,微,b,脣音,輕脣音,次濁,收聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1254,鄙,方美,hi2,3.05旨,非,h,脣音,輕脣音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1255,兕,徐姊,si2,3.05旨,邪,s,齒音,齒頭音,全濁,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1256,几,居履,ki2,3.05旨,見,k,牙音,牙音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1257,𡛷,將几,ci2,3.05旨,精,c,齒音,齒頭音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1258,匕,卑履,pi2,3.05旨,幫,p,脣音,重脣音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1259,軌,居洧,kui2,3.05旨,見,k,牙音,牙音,全清,發聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1260,洧,榮美,Øi2,3.05旨,云,Ø,喉音,喉音,次濁,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1261,矢,式視,si2,3.05旨,書,s,齒音,正齒近舌上,全清,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1262,雉,直几,ti2,3.05旨,澄,t,舌音,舌上音,全濁,,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1263,死,息姊,si2,3.05旨,心,s,齒音,齒頭音,全清,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1264,牝,扶履,hi2,3.05旨,奉,h,脣音,輕脣音,全濁,,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1265,履,力几,li2,3.05旨,來,l,半舌音,半舌,次濁,收聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1266,水,式軌,sui2,3.05旨,書,s,齒音,正齒近舌上,全清,送氣,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1267,壘,力軌,lui2,3.05旨,來,l,半舌音,半舌,次濁,收聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1268,揆,求癸,kui2,3.05旨,群,k,牙音,牙音,全濁,,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1269,趡,千水,chui2,3.05旨,清,ch,齒音,齒頭音,次清,送氣,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1270,柅,女履,li2,3.05旨,娘,l,舌音,舌上音,次濁,收聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1271,癸,居誄,kui2,3.05旨,見,k,牙音,牙音,全清,發聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1272,否,符鄙,hi2,3.05旨,奉,h,脣音,輕脣音,全濁,,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1273,㠑,徂累,cui2,3.05旨,從,c,齒音,齒頭音,全濁,,支合3舒聲,ui,止,支,紙,上,合,3,合細
1274,嚭,匹鄙,phi2,3.05旨,滂,ph,脣音,重脣音,次清,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1275,蕊,如壘,jui2,3.05旨,日,j,半齒音,半齒,次濁,收聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1276,唯,以水,Øui2,3.05旨,以,Ø,喉音,喉音,次濁,發聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1277,㰻,於几,Øi2,3.05旨,影,Ø,喉音,喉音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1278,濢,遵誄,cui2,3.05旨,精,c,齒音,齒頭音,全清,發聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1279,黹,豬几,ti2,3.05旨,知,t,舌音,舌上音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1280,𡳭,楮几,thi2,3.05旨,徹,th,舌音,舌上音,次清,送氣,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1281,𧿲,止姊,ci2,3.05旨,章,c,齒音,正齒近舌上,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1282,䁤,火癸,hui2,3.05旨,曉,h,喉音,喉音,次清,送氣,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1283,䣀,曁軌,kui2,3.05旨,見,k,牙音,牙音,全清,發聲,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1284,跽,曁几,ki2,3.05旨,見,k,牙音,牙音,全清,發聲,脂開3舒聲,i,止,脂,旨,上,開,3,開細
1285,巋,丘軌,khui2,3.05旨,溪,kh,牙音,牙音,次清,送氣,脂合3舒聲,ui,止,脂,旨,上,合,3,合細
1286,止,諸市,ci2,3.06止,章,c,齒音,正齒近舌上,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1287,市,時止,si2,3.06止,禪,s,齒音,正齒近齒頭,全濁,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1288,徵,陟里,ti2,3.06止,知,t,舌音,舌上音,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1289,喜,虚里,hi2,3.06止,曉,h,喉音,喉音,次清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1290,紀,居里,ki2,3.06止,見,k,牙音,牙音,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1291,以,羊己,Øi2,3.06止,以,Ø,喉音,喉音,次濁,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1292,似,詳里,si2,3.06止,邪,s,齒音,齒頭音,全濁,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1293,史,踈士,si2,3.06止,生,s,齒音,正齒近齒頭,全清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1294,耳,而止,ji2,3.06止,日,j,半齒音,半齒,次濁,收聲,之開3舒聲,i,止,之,止,上,開,3,開細
1295,里,良士,li2,3.06止,來,l,半舌音,半舌,次濁,收聲,之開3舒聲,i,止,之,止,上,開,3,開細
1296,枲,胥里,si2,3.06止,心,s,齒音,齒頭音,全清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1297,始,詩止,si2,3.06止,書,s,齒音,正齒近舌上,全清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1298,歭,直里,ti2,3.06止,澄,t,舌音,舌上音,全濁,,之開3舒聲,i,止,之,止,上,開,3,開細
1299,起,墟里,khi2,3.06止,溪,kh,牙音,牙音,次清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1300,士,鉏里,ci2,3.06止,崇,c,齒音,正齒近齒頭,全濁,,之開3舒聲,i,止,之,止,上,開,3,開細
1301,俟,牀史,ci2,3.06止,俟,c,齒音,正齒近舌上,全濁,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1302,子,即里,ci2,3.06止,精,c,齒音,齒頭音,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1303,矣,于紀,Øi2,3.06止,云,Ø,喉音,喉音,次濁,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1304,擬,魚紀,gi2,3.06止,疑,g,牙音,牙音,次濁,收聲,之開3舒聲,i,止,之,止,上,開,3,開細
1305,齒,昌里,chi2,3.06止,昌,ch,齒音,正齒近舌上,次清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1306,恥,敕里,thi2,3.06止,徹,th,舌音,舌上音,次清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1307,𠟴,初紀,chi2,3.06止,初,ch,齒音,正齒近齒頭,次清,送氣,之開3舒聲,i,止,之,止,上,開,3,開細
1308,滓,阻史,ci2,3.06止,莊,c,齒音,正齒近齒頭,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1309,譩,於擬,Øi2,3.06止,影,Ø,喉音,喉音,全清,發聲,之開3舒聲,i,止,之,止,上,開,3,開細
1310,伱,乃里,li2,3.06止,泥,l,舌音,舌頭音,次濁,收聲,之開3舒聲,i,止,之,止,上,開,3,開細
1311,尾,無匪,bui2,3.07尾,微,b,脣音,輕脣音,次濁,收聲,微合3舒聲,ui,止,微,尾,上,合,3,合細
1312,扆,於豈,Øi2,3.07尾,影,Ø,喉音,喉音,全清,發聲,微開3舒聲,i,止,微,尾,上,開,3,開細
1313,豈,袪狶,khi2,3.07尾,溪,kh,牙音,牙音,次清,送氣,微開3舒聲,i,止,微,尾,上,開,3,開細
1314,蟣,居狶,ki2,3.07尾,見,k,牙音,牙音,全清,發聲,微開3舒聲,i,止,微,尾,上,開,3,開細
1315,斐,敷尾,hui2,3.07尾,敷,h,脣音,輕脣音,次清,送氣,微合3舒聲,ui,止,微,尾,上,合,3,合細
1316,匪,府尾,hui2,3.07尾,非,h,脣音,輕脣音,全清,發聲,微合3舒聲,ui,止,微,尾,上,合,3,合細
1317,韙,于鬼,Øui2,3.07尾,云,Ø,喉音,喉音,次濁,發聲,微合3舒聲,ui,止,微,尾,上,合,3,合細
1318,鬼,居偉,kui2,3.07尾,見,k,牙音,牙音,全清,發聲,微合3舒聲,ui,止,微,尾,上,合,3,合細
1319,虺,許偉,hui2,3.07尾,曉,h,喉音,喉音,次清,送氣,微合3舒聲,ui,止,微,尾,上,合,3,合細
1320,顗,魚豈,gi2,3.07尾,疑,g,牙音,牙音,次濁,收聲,微開3舒聲,i,止,微,尾,上,開,3,開細
