識別號,漢字,切音,字韻,聲調,原資料拼音,舒促聲,聲,韻,調,拼音碼,雅俗通標音,十五音標音,常用度
10045,滯,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10046,痔,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10047,㿃,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10048,䝰,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,0.01
10049,𧶱,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10050,箸,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,0.01
10051,筯,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,0.01
10052,彘,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10053,畤,地,居,下去,ti7,舒聲,t,i,7,ti7,居下去聲地,居七地,
10054,被,頗,居,下去,phi7,舒聲,ph,i,7,phi7,居下去聲頗,居七頗,
10055,住,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10056,𠉧,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10057,柱,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10058,炷,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10059,跓,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10060,駐,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10061,己,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10062,舐,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,0.01
10063,聚,曾,居,下去,tsi7,舒聲,z,i,7,zi7,居下去聲曾,居七曾,
10064,二,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10065,弍,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10066,佴,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,0.01
10067,貳,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10068,㒃,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10069,樲,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10070,膩,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10071,珥,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10072,餌,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10073,𧊗,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10074,諭,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10075,喻,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10076,裋,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10077,裕,入,居,下去,ji7,舒聲,j,i,7,ji7,居下去聲入,居七入,
10078,是,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10079,昰,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10080,侍,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10081,侸,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,0.01
10082,𠊪,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10083,㐨,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10084,示,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10085,視,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,0.01
10086,畤,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10087,寺,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10088,叙,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10089,墅,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10090,緒,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10091,序,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10092,謚,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10093,諡,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,0.01
10094,逝,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10095,峙,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10096,豎,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10097,竪,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10098,諟,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10099,恃,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10100,庤,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10101,蒔,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10102,嶼,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10103,鱮,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10104,藇,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10105,氏,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10106,筮,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10107,噬,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10108,嗜,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10109,誓,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,0.01
10110,署,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10111,樹,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10112,𠐊,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10113,㒘,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10114,曙,時,居,下去,si7,舒聲,s,i,7,si7,居下去聲時,居七時,
10115,異,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,0.1
10116,异,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10117,𠂆,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10118,易,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10119,伳,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10120,𢇸,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10121,泄,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10122,勩,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10123,豫,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10124,忬,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10125,預,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10126,㑥,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10127,芋,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10128,澦,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,0.01
10129,洩,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10130,曳,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10131,輿,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10132,譽,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10133,肄,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,
10134,㑜,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,0.01
10135,裔,英,居,下去,i7,舒聲,q,i,7,qi7,居下去聲英,居七英,0.1
10136,未,門,居,下去,bi7,舒聲,b,i,7,bi7,居下去聲門,居七門,0.01
10137,味,門,居,下去,bi7,舒聲,b,i,7,bi7,居下去聲門,居七門,
10138,寐,門,居,下去,bi7,舒聲,b,i,7,bi7,居下去聲門,居七門,
10139,寓,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10140,庽,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10141,𠱐,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10142,馭,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10143,義,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10144,誼,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10145,議,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10146,語,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10147,毅,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10148,御,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10149,遇,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10150,劓,語,居,下去,gi7,舒聲,g,i,7,gi7,居下去聲語,居七語,
10151,市,出,居,下去,tshi7,舒聲,c,i,7,ci7,居下去聲出,居七出,
10152,彪,邊,丩,上平,piu1,舒聲,p,iu,1,piu1,丩上平聲邊,丩一邊,
10153,滮,邊,丩,上平,piu1,舒聲,p,iu,1,piu1,丩上平聲邊,丩一邊,
10154,髟,邊,丩,上平,piu1,舒聲,p,iu,1,piu1,丩上平聲邊,丩一邊,
10155,丩,求,丩,上平,kiu1,舒聲,k,iu,1,kiu1,丩上平聲求,丩一求,
10156,㽱,求,丩,上平,kiu1,舒聲,k,iu,1,kiu1,丩上平聲求,丩一求,
10157,繆,求,丩,上平,kiu1,舒聲,k,iu,1,kiu1,丩上平聲求,丩一求,
10158,丘,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10159,丠,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10160,蚯,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10161,坵,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10162,𢜥,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10163,鳩,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10164,樛,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10165,𪓔,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10166,虬,去,丩,上平,khiu1,舒聲,kh,iu,1,khiu1,丩上平聲去,丩一去,
10167,丢,地,丩,上平,tiu1,舒聲,t,iu,1,tiu1,丩上平聲地,丩一地,
10168,丟,地,丩,上平,tiu1,舒聲,t,iu,1,tiu1,丩上平聲地,丩一地,
10169,抽,他,丩,上平,thiu1,舒聲,th,iu,1,thiu1,丩上平聲他,丩一他,
10170,紬,他,丩,上平,thiu1,舒聲,th,iu,1,thiu1,丩上平聲他,丩一他,
10171,妯,他,丩,上平,thiu1,舒聲,th,iu,1,thiu1,丩上平聲他,丩一他,0.01
10172,瘳,他,丩,上平,thiu1,舒聲,th,iu,1,thiu1,丩上平聲他,丩一他,0.01
10173,舟,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10174,侜,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10175,𧧔,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10176,輈,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10177,啁,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10178,週,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10179,周,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10180,賙,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10181,州,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10182,洲,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,0.1
10183,𥂕,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10184,啾,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10185,譸,曾,丩,上平,tsiu1,舒聲,z,iu,1,ziu1,丩上平聲曾,丩一曾,
10186,修,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,
10187,脩,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,
10188,𠈅,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,0.01
10189,收,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,
10190,羞,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,
10191,饈,時,丩,上平,siu1,舒聲,s,iu,1,siu1,丩上平聲時,丩一時,
10192,憂,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10193,優,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10194,耰,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10195,攸,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10196,悠,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10197,滺,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10198,幽,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10199,呦,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,0.01
10200,麀,英,丩,上平,iu1,舒聲,q,iu,1,qiu1,丩上平聲英,丩一英,
10201,秋,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10202,𪺋,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10203,龝,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10204,楸,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10205,湫,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10206,揪,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10207,鞦,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10208,鶖,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10209,鰌,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10210,鰍,出,丩,上平,tshiu1,舒聲,c,iu,1,ciu1,丩上平聲出,丩一出,
10211,休,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10212,庥,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10213,不,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10214,咻,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10215,貅,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10216,鵂,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10217,烋,喜,丩,上平,hiu1,舒聲,h,iu,1,hiu1,丩上平聲喜,丩一喜,
10218,柳,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,0.01
10219,桺,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10220,㧕,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10221,㶯,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10222,𩖴,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10223,紐,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10224,扭,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,0.01
10225,㺲,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10226,鈕,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10227,狃,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10228,罶,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10229,霤,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10230,澑,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,
10231,溜,柳,丩,上上,liu2,舒聲,l,iu,2,liu2,丩上上聲柳,丩二柳,0.01
10232,久,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10233,九,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10234,倃,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10235,玖,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10236,韭,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10237,𩐁,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10238,赳,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10239,糾,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10240,糺,求,丩,上上,kiu2,舒聲,k,iu,2,kiu2,丩上上聲求,丩二求,
10241,搝,去,丩,上上,khiu2,舒聲,kh,iu,2,khiu2,丩上上聲去,丩二去,
10242,𩈸,去,丩,上上,khiu2,舒聲,kh,iu,2,khiu2,丩上上聲去,丩二去,
10243,丑,他,丩,上上,thiu2,舒聲,th,iu,2,thiu2,丩上上聲他,丩二他,
10244,酒,曾,丩,上上,tsiu2,舒聲,z,iu,2,ziu2,丩上上聲曾,丩二曾,
10245,帚,曾,丩,上上,tsiu2,舒聲,z,iu,2,ziu2,丩上上聲曾,丩二曾,
10246,蜩,曾,丩,上上,tsiu2,舒聲,z,iu,2,ziu2,丩上上聲曾,丩二曾,
10247,蹂,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,
10248,厹,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,0.01
10249,禸,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,
10250,揉,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,
10251,煣,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,
10252,糅,入,丩,上上,jiu2,舒聲,j,iu,2,jiu2,丩上上聲入,丩二入,0.01
10253,守,時,丩,上上,siu2,舒聲,s,iu,2,siu2,丩上上聲時,丩二時,
10254,首,時,丩,上上,siu2,舒聲,s,iu,2,siu2,丩上上聲時,丩二時,
10255,𩠐,時,丩,上上,siu2,舒聲,s,iu,2,siu2,丩上上聲時,丩二時,
10256,手,時,丩,上上,siu2,舒聲,s,iu,2,siu2,丩上上聲時,丩二時,
10257,糔,時,丩,上上,siu2,舒聲,s,iu,2,siu2,丩上上聲時,丩二時,
10258,友,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10259,㕛,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,0.01
10260,酉,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10261,有,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10262,丣,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10263,佑,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10264,莠,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10265,誘,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10266,羑,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10267,卣,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10268,槱,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10269,懮,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,0.01
10270,䛻,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,0.01
10271,牖,英,丩,上上,iu2,舒聲,q,iu,2,qiu2,丩上上聲英,丩二英,
10272,𨱯,門,丩,上上,biu2,舒聲,b,iu,2,biu2,丩上上聲門,丩二門,0.01
10273,侴,出,丩,上上,tshiu2,舒聲,c,iu,2,ciu2,丩上上聲出,丩二出,
10274,醜,出,丩,上上,tshiu2,舒聲,c,iu,2,ciu2,丩上上聲出,丩二出,
10275,朽,喜,丩,上上,hiu2,舒聲,h,iu,2,hiu2,丩上上聲喜,丩二喜,0.01
10276,㱙,喜,丩,上上,hiu2,舒聲,h,iu,2,hiu2,丩上上聲喜,丩二喜,
10277,溜,柳,丩,上去,liu3,舒聲,l,iu,3,liu3,丩上去聲柳,丩三柳,
10278,救,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10279,捄,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10280,究,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10281,灸,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10282,疚,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10283,廏,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10284,厩,求,丩,上去,kiu3,舒聲,k,iu,3,kiu3,丩上去聲求,丩三求,
10285,𧻁,去,丩,上去,khiu3,舒聲,kh,iu,3,khiu3,丩上去聲去,丩三去,
10286,䟬,去,丩,上去,khiu3,舒聲,kh,iu,3,khiu3,丩上去聲去,丩三去,
10287,晝,地,丩,上去,tiu3,舒聲,t,iu,3,tiu3,丩上去聲地,丩三地,
10288,咮,地,丩,上去,tiu3,舒聲,t,iu,3,tiu3,丩上去聲地,丩三地,0.01
10289,𢓟,地,丩,上去,tiu3,舒聲,t,iu,3,tiu3,丩上去聲地,丩三地,0.01
10290,呪,曾,丩,上去,tsiu3,舒聲,z,iu,3,ziu3,丩上去聲曾,丩三曾,
10291,咒,曾,丩,上去,tsiu3,舒聲,z,iu,3,ziu3,丩上去聲曾,丩三曾,
10292,僽,曾,丩,上去,tsiu3,舒聲,z,iu,3,ziu3,丩上去聲曾,丩三曾,
10293,秀,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10294,琇,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10295,宿,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10296,守,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10297,狩,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10298,獸,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10299,繡,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10300,綉,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10301,鏥,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10302,鏽,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10303,銹,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,
10304,首,時,丩,上去,siu3,舒聲,s,iu,3,siu3,丩上去聲時,丩三時,0.1
10305,幼,英,丩,上去,iu3,舒聲,q,iu,3,qiu3,丩上去聲英,丩三英,0.1
10306,㓜,英,丩,上去,iu3,舒聲,q,iu,3,qiu3,丩上去聲英,丩三英,
10307,㑳,出,丩,上去,tshiu3,舒聲,c,iu,3,ciu3,丩上去聲出,丩三出,
10308,臭,出,丩,上去,tshiu3,舒聲,c,iu,3,ciu3,丩上去聲出,丩三出,
10309,甃,出,丩,上去,tshiu3,舒聲,c,iu,3,ciu3,丩上去聲出,丩三出,
10310,仆,喜,丩,上去,hiu3,舒聲,h,iu,3,hiu3,丩上去聲喜,丩三喜,
10311,齅,喜,丩,上去,hiu3,舒聲,h,iu,3,hiu3,丩上去聲喜,丩三喜,
10312,嗅,喜,丩,上去,hiu3,舒聲,h,iu,3,hiu3,丩上去聲喜,丩三喜,
10313,糗,喜,丩,上去,hiu3,舒聲,h,iu,3,hiu3,丩上去聲喜,丩三喜,
10314,流,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10315,瑬,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10316,旒,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10317,鎏,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10318,硫,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10319,磂,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10320,瑠,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10321,琉,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10322,榴,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10323,遛,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10324,瘤,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10325,鶹,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10326,騮,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10327,駵,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10328,劉,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10329,瀏,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10330,懰,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,
10331,留,柳,丩,下平,liu5,舒聲,l,iu,5,liu5,丩下平聲柳,丩五柳,0.1
