識別號,切語,拼音,小韻字,目次編碼,小韻字序號,小韻字集,字數,上字表識別號,聲母,聲母拼音碼,發音部位,清濁,發送收,下字表識別號,韻母,韻母拼音碼,調,調號,備註,原有備註,異體字,其它備註
610,市連,sian5,鋋,2.02仙,13,鋋單蟬撣儃僤禪澶嬋,9,34,禪,s,正齒近舌上,全濁,,189,仙開3,ian,平,5,,,,
611,直連,tian5,纏,2.02仙,14,纏緾躔瀍鄽𨷭𧾍𧔊廛㙻,13,11,澄,t,舌上音,全濁,,189,仙開3,ian,平,5,,,,
612,許延,hian1,嘕,2.02仙,15,嘕屳嫣𦒜,5,36,曉,h,喉音,次清,送氣,189,仙開3,ian,平,1,,,,
613,力延,lian5,連,2.02仙,16,連聮漣翴鰱㺦令鏈䃛㦁槤𪚁㶌,14,40,來,l,半舌,次濁,收聲,189,仙開3,ian,平,5,,,(聯),
614,芳連,hian1,篇,2.02仙,17,篇偏翩媥㾫扁萹,7,18,敷,h,輕脣音,次清,送氣,189,仙開3,ian,平,1,,,[犏],
615,房連,hian5,便,2.02仙,18,便緶楩平諞㛹箯𧍲楄,10,19,奉,h,輕脣音,全濁,,189,仙開3,ian,平,5,,,,
616,武延,bian5,緜,2.02仙,19,緜綿棉謾矊蝒𧉄矏𢣔芇宀𩕰櫋𣏜臱㮌𣡠,22,20,微,b,輕脣音,次濁,收聲,189,仙開3,ian,平,5,,,,
617,疾緣,cuan5,全,2.02仙,20,全仝泉𧍭牷䀬葲,8,23,從,c,齒頭音,全濁,,193,仙合3,uan,平,5,,,,
618,須緣,suan1,宣,2.02仙,21,宣揎㩊䳦愃𡈣𩕖瑄𩓧,12,24,心,s,齒頭音,全清,送氣,193,仙合3,uan,平,1,,,,
619,子泉,cuan1,鐫,2.02仙,22,鐫鋑朘剶,4,21,精,c,齒頭音,全清,發聲,193,仙合3,uan,平,1,,,,
620,許緣,huan1,翾,2.02仙,23,翾儇弲蠉𧾎嬛譞頨𥌭,11,36,曉,h,喉音,次清,送氣,193,仙合3,uan,平,1,,,,
621,而緣,juan5,堧,2.02仙,24,堧䙇𤲬瑌撋繎,7,41,日,j,半齒,次濁,收聲,193,仙合3,uan,平,5,,,,
622,昌緣,chuan1,穿,2.02仙,25,穿川灥,3,31,穿,ch,正齒近舌上,次清,送氣,193,仙合3,uan,平,1,,,,
623,與專,Øuan5,沿,2.02仙,26,沿㳂鉛鈆櫞捐鳶蝝緣䱲𦿂𦛔,14,39,喻,Ø,喉音,次濁,發聲,193,仙合3,uan,平,5,,,,
624,似宣,suan5,旋,2.02仙,27,旋檈璿𤩅𤫀䗠㳬琁璇𣟳蜁㔯還圓䁢嫙鏇,20,25,邪,s,齒頭音,全濁,送氣,193,仙合3,uan,平,5,,,,
625,於緣,Øuan1,娟,2.02仙,28,娟嬛悁蜎𡷡潫𡣬,9,35,影,Ø,喉音,全清,發聲,193,仙合3,uan,平,1,,,,
626,食川,suan5,船,2.02仙,29,船舩,2,32,神,s,正齒近舌上,全濁,發聲,193,仙合3,uan,平,5,,,,
627,卑連,pian1,鞭,2.02仙,30,鞭鯾鯿編箯揙,6,13,幫,p,重脣音,全清,發聲,189,仙開3,ian,平,1,,,,
628,夕連,sian5,㳄,2.02仙,31,㳄涎,2,25,邪,s,齒頭音,全濁,送氣,189,仙開3,ian,平,5,,,,
629,此緣,chuan1,詮,2.02仙,32,詮銓硂痊佺悛駩筌絟譔謜縓恮荃𠛮峑𠥙鐉拴,21,22,清,ch,齒頭音,次清,送氣,193,仙合3,uan,平,1,,𠥙?,輇,
630,職緣,cuan1,專,2.02仙,33,專甎顓篿嫥諯湍膞鱄鷒𩠹鄟,13,30,照,c,正齒近舌上,全清,發聲,193,仙合3,uan,平,1,,,叀瑼摶剸[磚],
631,市緣,suan5,遄,2.02仙,34,遄篅圌諯輲輇椯歂,8,34,禪,s,正齒近舌上,全濁,,193,仙合3,uan,平,5,,,,
632,王權,Øuan5,貟,2.02仙,35,貟圜圓湲,4,38,為,Ø,喉音,次濁,發聲,193,仙合3,uan,平,5,,,員,
633,莊緣,cuan1,恮,2.02仙,36,恮跧䀬蟤,4,26,莊,c,正齒近齒頭,全清,發聲,193,仙合3,uan,平,1,,,,
634,山貟,suan1,栓,2.02仙,37,栓𨏉,3,29,疏,s,正齒近齒頭,全清,發聲,193,仙合3,uan,平,1,,,,
635,丑緣,thuan1,猭,2.02仙,38,猭剶,2,10,徹,th,舌上音,次清,送氣,193,仙合3,uan,平,1,,,,
636,渠焉,khian5,乾,2.02仙,39,乾虔犍鰬𨜻騝榩鍵揵,10,3,群,kh,牙音,全濁,,189,仙開3,ian,平,5,,,𠢅[掮],
637,去乾,khian1,愆,2.02仙,40,愆䇂諐𠎝褰騫䙭𧽐攐㗔,12,2,溪,kh,牙音,次清,送氣,189,仙開3,ian,平,1,,,,
638,巨貟,khuan5,權,2.02仙,41,權拳狋觠顴踡婘孉䠰𤷄犈蠸齤卷𪈻𥆗𥁠𢑆鬈䟒䑏蜷捲,28,3,群,kh,牙音,全濁,,193,仙合3,uan,平,5,缺⿸疒卷,,,
639,直攣,tuan5,椽,2.02仙,42,椽傳,2,11,澄,t,舌上音,全濁,,193,仙合3,uan,平,5,,,,
640,吕貟,luan5,攣,2.02仙,43,攣𤼙䜌,4,40,來,l,半舌,次濁,收聲,193,仙合3,uan,平,5,,,𤼣,
641,丘圓,khuan1,弮,2.02仙,44,弮㒽棬鬈𨟠,6,2,溪,kh,牙音,次清,送氣,193,仙合3,uan,平,1,,,(圈),
642,於乾,Øian1,焉,2.02仙,45,焉閼蔫嫣鄢,5,35,影,Ø,喉音,全清,發聲,189,仙開3,ian,平,1,,,,
643,有乾,Øian5,漹,2.02仙,46,漹䗡焉,3,38,為,Ø,喉音,次濁,發聲,189,仙開3,ian,平,5,,,,
644,於權,Øuan1,嬽,2.02仙,47,嬽潫,2,35,影,Ø,喉音,全清,發聲,193,仙合3,uan,平,1,,,,
645,尺延,chian1,燀,2.02仙,48,燀,1,31,穿,ch,正齒近舌上,次清,送氣,189,仙開3,ian,平,1,,,,
646,丁全,tuan1,𡰝,2.02仙,49,𡰝,2,5,端,t,舌頭音,全清,發聲,193,仙合3,uan,平,1,,,,
647,居貟,kuan1,勬,2.02仙,50,勬,1,1,見,k,牙音,全清,發聲,193,仙合3,uan,平,1,,,,
648,蘇彫,siau1,蕭,2.03蕭,1,蕭簫彇蟰橚潚𩙚踃㩋箾𦐺㲖艘瞍翛撨,18,24,心,s,齒頭音,全清,送氣,197,蕭開4,iau,平,1,,,(蠨)瀟,
649,吐彫,thiau1,祧,2.03蕭,2,祧佻挑脁恌𣂁庣銚趒聎蓧,12,6,透,th,舌頭音,次清,送氣,197,蕭開4,iau,平,1,,,,
650,都聊,tiau1,貂,2.03蕭,3,貂䯾𠚥刁琱凋鯛䂏雕鵰蛁彫𧜣𧘨䒒𦶌𦨣𩾗㚋奝弴瞗,28,5,端,t,舌頭音,全清,發聲,197,蕭開4,iau,平,1,𠚥原作⿰刁刂,,[碉][叼],
651,徒聊,tiau5,迢,2.03蕭,4,迢條樤髫跳鋚𧌁蜩佻趒苕芀調鮡岧䯾䩦嬥𠤼𣬸𠧪鰷,26,7,定,t,舌頭音,全濁,,197,蕭開4,iau,平,5,,,[笤]齠?,
652,古堯,kiau1,驍,2.03蕭,5,驍梟𥄉澆憿釗邀蟂徼,10,1,見,k,牙音,全清,發聲,197,蕭開4,iau,平,1,,,,
653,落蕭,liau5,聊,2.03蕭,6,聊𦗖膋膫飉遼憀竂寥料㙩橑撩摷廖僚寮鐐簝豂鷯𥲊璙嫽漻蟟瞭䜮𧂏𩯊嶚翏繚憭獠髎𡽐蟧𦿌敹嘹熮,48,40,來,l,半舌,次濁,收聲,197,蕭開4,iau,平,5,,,,
654,五聊,giau5,堯,2.03蕭,7,堯嶢僥垚顤,5,4,疑,g,牙音,次濁,收聲,197,蕭開4,iau,平,5,,,,
655,許幺,hiau1,膮,2.03蕭,8,膮嘵憢㚠𦟞䎄䫞,8,36,曉,h,喉音,次清,送氣,197,蕭開4,iau,平,1,,,,
656,於堯,Øiau1,幺,2.03蕭,9,幺怮葽䱂𥃩,6,35,影,Ø,喉音,全清,發聲,197,蕭開4,iau,平,1,,,吆𨓳𡧮宎𦔷蟯犳𩑗𢆷,
657,苦幺,khiau1,鄡,2.03蕭,10,鄡郻𢿣墽𡩇,7,2,溪,kh,牙音,次清,送氣,197,蕭開4,iau,平,1,,𡩇下原从巛,(敲),
658,相邀,siau1,宵,2.04宵,1,宵消霄捎逍痟綃銷焇硝蛸莦哨𦐺鮹𤞚䴛揱奞魈,22,24,心,s,齒頭音,全清,送氣,201,宵開3,iau,平,1,,,,
659,敕宵,thiau1,超,2.04宵,2,超怊欩𢁾𠰉䫿,8,10,徹,th,舌上音,次清,送氣,201,宵開3,iau,平,1,,,,
660,陟遙,tiau1,朝,2.04宵,3,朝𦩻,3,9,知,t,舌上音,全清,發聲,201,宵開3,iau,平,1,,,,
661,直遙,tiau5,𪓙,2.04宵,4,𪓙晁鼂朝潮,6,11,澄,t,舌上音,全濁,,201,宵開3,iau,平,5,,𪓙上原作曰,,
662,許嬌,hiau1,嚻,2.04宵,5,嚻枵歊毊獢𤣠藃呺𩱴虈,12,36,曉,h,喉音,次清,送氣,201,宵開3,iau,平,1,,,囂㺧,
663,昨焦,ciau5,樵,2.04宵,6,樵藮劁憔顦䏆譙嶕𡻝鐎𨝱僬䩌撨菬,17,23,從,c,齒頭音,全濁,,201,宵開3,iau,平,5,缺⿳艹椎木乃以異體字藮代之,,[瞧]藮,
664,舉喬,kiau1,驕,2.04宵,7,驕嬌憍穚鷮蕎喬簥撟,9,1,見,k,牙音,全清,發聲,201,宵開3,iau,平,1,,,,
665,即消,ciau1,焦,2.04宵,8,焦𤓪㲬蕉膲鷦𩾗椒茮噍鐎蟭醮𪚱僬燋䌭,20,21,精,c,齒頭音,全清,發聲,201,宵開3,iau,平,1,,,(𪚰),
666,如招,jiau5,饒,2.04宵,9,饒橈襓㹛蟯蕘,6,41,日,j,半齒,次濁,收聲,201,宵開3,iau,平,5,,,,
667,式招,siau1,燒,2.04宵,10,燒𤬖,3,33,審,s,正齒近舌上,全清,送氣,201,宵開3,iau,平,1,,,,
668,餘昭,Øiau5,遙,2.04宵,11,遙媱傜繇颻𣣳窯窰䔄𦾺珧鰩銚姚搖謠軺愮恌𨙂陶蘨𤬖鷂洮烑𢋇𢑄㫍榣嗂䠛瑤猺餆褕,42,39,喻,Ø,喉音,次濁,發聲,201,宵開3,iau,平,5,,,遥(徭)(摇)(謡)(瑶)(榆),
669,市昭,siau5,韶,2.04宵,12,韶㲈佋𦯐𠧙玿𢃳軺柖㸛,13,34,禪,s,正齒近舌上,全濁,,201,宵開3,iau,平,5,𢃳原作⿰帚召,,,
670,止遙,ciau1,昭,2.04宵,13,昭鵃鉊招釗盄皽,7,30,照,c,正齒近舌上,全清,發聲,201,宵開3,iau,平,1,,,,
671,甫遙,hiau1,飊,2.04宵,14,飊標猋杓瘭幖熛㠒𧽤蔈驫𦠎𣄠贆髟,18,17,非,h,輕脣音,全清,發聲,201,宵開3,iau,平,1,,,,
672,甫嬌,hiau1,鑣,2.04宵,15,鑣𩽁臕儦瀌𦔩藨,9,17,非,h,輕脣音,全清,發聲,201,宵開3,iau,平,1,,,,
673,符霄,hiau5,瓢,2.04宵,16,瓢飄剽薸𣞈螵,7,19,奉,h,輕脣音,全濁,,201,宵開3,iau,平,5,,,,
674,彌遙,miau5,蜱,2.04宵,17,蜱䖢篻㠺𪃦,6,16,明,m,重脣音,次濁,收聲,201,宵開3,iau,平,5,,,,
675,武瀌,biau5,苗,2.04宵,18,苗描緢貓猫,5,20,微,b,輕脣音,次濁,收聲,201,宵開3,iau,平,5,,,,
676,於霄,Øiau1,要,2.04宵,19,要腰葽喓𧍔䙅邀䳩蟯,10,35,影,Ø,喉音,全清,發聲,201,宵開3,iau,平,1,,,,
677,于嬌,Øiau5,鴞,2.04宵,20,鴞𨚙,3,38,為,Ø,喉音,次濁,發聲,201,宵開3,iau,平,5,,,,
678,巨嬌,khiau5,喬,2.04宵,21,喬橋趫僑㝯鐈鷮㠐毊轎嬌蕎蟜蹻𦒓䀉,17,3,群,kh,牙音,全濁,,201,宵開3,iau,平,5,毊原作⿱殸高,,,
679,七遙,chiau1,鍫,2.04宵,22,鍫鐰篍幧㡑𣟼𣖄,9,22,清,ch,齒頭音,次清,送氣,201,宵開3,iau,平,1,,,(鍬𣂁),
680,於喬,Øiau1,妖,2.04宵,23,妖祅枖訞夭,5,35,影,Ø,喉音,全清,發聲,201,宵開3,iau,平,1,,,,
681,去遙,khiau1,蹻,2.04宵,24,蹻繑趬蹺䫞㚠,6,2,溪,kh,牙音,次清,送氣,201,宵開3,iau,平,1,,,,
682,尺招,chiau1,怊,2.04宵,25,怊弨,2,31,穿,ch,正齒近舌上,次清,送氣,201,宵開3,iau,平,1,,,,
683,撫招,hiau1,爂,2.04宵,26,爂漂杓𩙒嫖旚犥鏢僄𪅃飄慓彯摽𧽤𨄏翲瞟螵嘌𦠎,26,18,敷,h,輕脣音,次清,送氣,201,宵開3,iau,平,1,,,,
684,渠遙,khiau5,翹,2.04宵,27,翹荍𧄍嘺䎗𤖻,8,3,群,kh,牙音,全濁,,201,宵開3,iau,平,5,,,,
685,力昭,liau5,燎,2.04宵,28,燎髎,2,40,來,l,半舌,次濁,收聲,201,宵開3,iau,平,5,,,,
686,起嚻,khiau1,趫,2.04宵,29,趫憍橇鞽,4,2,溪,kh,牙音,次清,送氣,201,宵開3,iau,平,1,,,,
687,胡茅,hau5,肴,2.05肴,1,肴餚崤𦺔殽洨筊姣猇㮁爻淆笅胶𨠦䋂倄㤊䂚,21,37,匣,h,喉音,全濁,送氣,205,肴開2,au,平,5,刪烄,,,
688,古肴,kau1,交,2.05肴,2,交蛟茭鵁膠鮫咬郊䍊轇㶀䢒教䉰𥹜摎鉸佼芁詨嘐𩎔,24,1,見,k,牙音,全清,發聲,205,肴開2,au,平,1,,,芁(艽),
689,鉏交,cau5,巢,2.05肴,3,巢轈勦𡻝𣝞樔𡏮鄛,11,28,床,c,正齒近齒頭,全濁,,205,肴開2,au,平,5,,,,
690,女交,nau5,鐃,2.05肴,4,鐃呶譊怓䴃𣳦𥗰𡽧㺜,12,12,娘,n,舌上音,次濁,收聲,205,肴開2,au,平,5,,,硇撓,
691,所交,sau1,梢,2.05肴,5,梢捎髾輎旓弰䈰筲鞘蛸鮹䘯綃颵莦娋𡡏,18,29,疏,s,正齒近齒頭,全清,發聲,205,肴開2,au,平,1,,,艄,
692,莫交,mau5,茅,2.05肴,6,茅蝥貓犛罞鶜描媌,8,16,明,m,重脣音,次濁,收聲,205,肴開2,au,平,5,,,,
693,許交,hau1,虓,2.05肴,7,虓猇髇藃穘窙嗃䬘哮庨灱涍嘐顤𩾾㹲,17,36,曉,h,喉音,次清,送氣,205,肴開2,au,平,1,,,嚆,
694,布交,pau1,包,2.05肴,8,包胞枹苞勹,5,13,幫,p,重脣音,全清,發聲,205,肴開2,au,平,1,,,[齙],
695,匹交,phau1,胞,2.05肴,9,胞𨚔䍖脬拋泡𠐋𢿏𦫶,13,14,滂,ph,重脣音,次清,送氣,205,肴開2,au,平,1,,,抛,
696,口交,khau1,敲,2.05肴,10,敲跤骹膠㤍磽䂭礉鄗墝頝,11,2,溪,kh,牙音,次清,送氣,205,肴開2,au,平,1,,,,
697,五交,gau5,聱,2.05肴,11,聱謷磝𢿣,5,4,疑,g,牙音,次濁,收聲,205,肴開2,au,平,5,,,,
698,側交,cau1,𦗔,2.05肴,12,𦗔罺抓𠿈摷,7,26,莊,c,正齒近齒頭,全清,發聲,205,肴開2,au,平,1,,,,
699,陟交,tau1,嘲,2.05肴,13,嘲䞴啁鳭鵃,5,9,知,t,舌上音,全清,發聲,205,肴開2,au,平,1,,,,
700,楚交,chau1,䜈,2.05肴,14,䜈抄鈔𦾱訬䰫,7,27,初,ch,正齒近齒頭,次清,送氣,205,肴開2,au,平,1,,,,
701,薄交,pau5,庖,2.05肴,15,庖咆匏炮炰鉋瓟麃掊颮鞄狍跑捊尥泡㯡,17,15,並,p,重脣音,全濁,,205,肴開2,au,平,5,,,麅,
702,於交,Øau1,䫜,2.05肴,16,䫜㕭坳窅軪眑咬梎𠣑,10,35,影,Ø,喉音,全清,發聲,205,肴開2,au,平,1,,,,
703,敕交,thau1,䫸,2.05肴,17,䫸嘮,2,10,徹,th,舌上音,次清,送氣,205,肴開2,au,平,1,,,,
704,力嘲,lau5,顟,2.05肴,18,顟𠐋窌賿,5,40,來,l,半舌,次濁,收聲,205,肴開2,au,平,5,,,,
705,直交,tau5,䄻,2.05肴,19,䄻,1,11,澄,t,舌上音,全濁,,205,肴開2,au,平,5,,,,
706,胡刀,ho5,豪,2.06豪,1,豪號毫噑獋濠壕𩕍𣘫崤𨚙𠢕𨼍,18,37,匣,h,喉音,全濁,送氣,209,豪開1,o,平,5,,,(嗥)(獆)(䫧)[嚎][蠔],
707,古勞,ko1,髙,2.06豪,2,髙膏臯皋羔餻𡼗櫜咎鼛鷱篙橰𧢌䔌㤒䆁𣓌倃䓘𨝲,25,1,見,k,牙音,全清,發聲,209,豪開1,o,平,1,,,高(睾)(糕)(㟸)(槔)(䚌)(䣗),
708,魯刀,lo5,勞,2.06豪,3,勞澇牢窂簩䝁𧰉蟧醪撈㟉㗦髝憥𦗖䜮𨦭𤩂嫪哰𣘪簝,27,40,來,l,半舌,次濁,收聲,209,豪開1,o,平,5,,,,
709,呼毛,ho1,蒿,2.06豪,4,蒿𧯌撓薧薅茠𣐾,9,36,曉,h,喉音,次清,送氣,209,豪開1,o,平,1,,,,
710,莫袍,mo5,毛,2.06豪,5,毛髦芼𣹪旄氂楙枆酕堥,11,16,明,m,重脣音,次濁,收聲,209,豪開1,o,平,5,,,,
711,土刀,tho1,饕,2.06豪,6,饕洮韜縚謟滔叨弢𩥓㹗𤘸慆絛幍𠌪槄蜪夲𠦎綢搯翢瑫𠬢䈱𠚜詜挑,34,6,透,th,舌頭音,次清,送氣,209,豪開1,o,平,1,,,𠦂(掏),
712,都勞,to1,刀,2.06豪,7,刀魛忉裯舠𩕯朷,8,5,端,t,舌頭音,全清,發聲,209,豪開1,o,平,1,,,,
713,蘇遭,so1,騷,2.06豪,8,騷搔缫繰臊鰠溞颾鱢㮴䑹𠋺慅,14,24,心,s,齒頭音,全清,送氣,209,豪開1,o,平,1,㮴从叜,㮴原作H木叜,(艘),
714,薄襃,po5,袍,2.06豪,9,袍袌軳,3,15,並,p,重脣音,全濁,,209,豪開1,o,平,5,,,,
715,博毛,po1,襃,2.06豪,10,襃褒𠅬𨚔,6,13,幫,p,重脣音,全清,發聲,209,豪開1,o,平,1,,,,
716,徒刀,to5,陶,2.06豪,11,陶䛬䛌咷桃綯燾逃鼗鞀鞉濤掏檮騊萄翿䬞匋啕翢錭駣蜪裪,25,7,定,t,舌頭音,全濁,,209,豪開1,o,平,5,,,淘,
717,作曹,co1,糟,2.06豪,12,糟𦵩醩遭㷮槽傮𣩒㡟,11,21,精,c,齒頭音,全清,發聲,209,豪開1,o,平,1,,,,
718,五勞,go5,敖,2.06豪,13,敖遨翺聱驁熬嶅獒滶蔜鷔鼇螯謷嗸嗷䫨𢧴摮嫯䦋𣘢𦪈𩪕鰲,29,4,疑,g,牙音,次濁,收聲,209,豪開1,o,平,5,𩪕原作⿱敖骨,,(翱)鏊[廒],
719,昨勞,co5,曹,2.06豪,14,曹𣍘槽螬嘈鐰䄚艚䏆𩫥䐬蓸漕褿,16,23,從,c,齒頭音,全濁,,209,豪開1,o,平,5,,,,
720,於刀,Øo1,𤏶,2.06豪,15,𤏶䥝鏖,4,35,影,Ø,喉音,全清,發聲,209,豪開1,o,平,1,,,(熝),
721,奴刀,no5,猱,2.06豪,16,猱㺜𤣜巎嶩峱𤫕獿,10,8,泥,n,舌頭音,次濁,收聲,209,豪開1,o,平,5,,,𢜸訄臑䛝農憹,
722,苦刀,kho1,尻,2.06豪,17,尻訄,2,2,溪,kh,牙音,次清,送氣,209,豪開1,o,平,1,,,,
723,七刀,cho1,操,2.06豪,18,操幧𢻥㡟,5,22,清,ch,齒頭音,次清,送氣,209,豪開1,o,平,1,,,,
724,普袍,pho1,㯱,2.06豪,19,㯱藨䫽㲏,4,14,滂,ph,重脣音,次清,送氣,209,豪開1,o,平,1,,,,
725,古俄,ko1,歌,2.07歌,1,歌謌柯妿㤎菏牁戕滒哥鴚,11,1,見,k,牙音,全清,發聲,213,歌開1,o,平,1,,,,
726,七何,cho1,蹉,2.07歌,2,蹉瑳搓磋溠傞𪘓,8,22,清,ch,齒頭音,次清,送氣,213,歌開1,o,平,1,,,,
727,得何,to1,多,2.07歌,3,多𦰿𦷛,5,5,端,t,舌頭音,全清,發聲,213,歌開1,o,平,1,𦷛原作⿰亻萠,,茤,
728,素何,so1,娑,2.07歌,4,娑挱挲傞𩊮獻䓾𠈱桫䤬𥆝,14,24,心,s,齒頭音,全清,送氣,213,歌開1,o,平,1,,,,
729,徒河,to5,駝,2.07歌,5,駝駞鼉𡩆紽鮀陀驒䍫沱跎詑池酡㼠䭾迱鼧袉𩉺䡐𧕛佗,26,7,定,t,舌頭音,全濁,,213,歌開1,o,平,5,,,(沲)(馱)鴕,
730,昨何,co5,醝,2.07歌,6,醝㽨瘥䣜𣩈鹺嵳蒫𥰭艖蔖䴾䑘䠡躦虘𪘓齹䰈,22,23,從,c,齒頭音,全濁,,213,歌開1,o,平,5,,,嵯,
731,五何,go5,莪,2.07歌,7,莪哦娥䄉峩鵝俄𩒰蛾睋涐誐硪,14,4,疑,g,牙音,次濁,收聲,213,歌開1,o,平,5,,,(峨),
732,託何,tho1,佗,2.07歌,8,佗他拕它蛇痑鼧,7,6,透,th,舌頭音,次清,送氣,213,歌開1,o,平,1,,,拖,
733,魯何,lo5,羅,2.07歌,9,羅蘿籮儸饠𤄷欏囉鑼剆,11,40,來,l,半舌,次濁,收聲,213,歌開1,o,平,5,,,,
734,諾何,no5,那,2.07歌,10,那㔮𤘟挪儺𠹈𡖔𩴓臡,13,8,泥,n,舌頭音,次濁,收聲,213,歌開1,o,平,5,,,,
735,胡歌,ho5,何,2.07歌,11,何河荷菏苛蚵魺,7,37,匣,h,喉音,全濁,送氣,213,歌開1,o,平,5,,,,
736,虎何,ho1,訶,2.07歌,12,訶呵𩑸㱒抲,6,36,曉,h,喉音,次清,送氣,213,歌開1,o,平,1,,,,
737,苦何,kho1,珂,2.07歌,13,珂𠳊䯊軻,5,2,溪,kh,牙音,次清,送氣,213,歌開1,o,平,1,,,,
738,烏何,Øo1,阿,2.07歌,14,阿娿痾妸妿䋪鈳,7,35,影,Ø,喉音,全清,發聲,213,歌開1,o,平,1,,,(婀)(疴)[屙][啊],
739,古禾,ko1,戈,2.08戈,1,戈過渦鍋𨍋楇瘑㽿𩰫𩰬㗻緺堝𩾷𧒖,20,1,見,k,牙音,全清,發聲,217,戈合1,o,平,1,,,蝸,
740,七戈,cho1,遳,2.08戈,2,遳,1,22,清,ch,齒頭音,次清,送氣,217,戈合1,o,平,1,,,,
741,丁戈,to1,𨹃,2.08戈,3,𨹃桗,3,5,端,t,舌頭音,全清,發聲,217,戈合1,o,平,1,,,(𨹄),
742,蘇禾,so1,莎,2.08戈,4,莎魦莏𢘿趖蓑唆𧨀髿梭𣜤㛗,15,24,心,s,齒頭音,全清,送氣,217,戈合1,o,平,1,*上或做2山,,,
743,薄波,po5,婆,2.08戈,5,婆媻鄱皤𩕏繁搫蔢碆,10,15,並,p,重脣音,全濁,,217,戈合1,o,平,5,,,,
744,徒和,to5,㸰,2.08戈,6,㸰碢堶,3,7,定,t,舌頭音,全濁,,217,戈合1,o,平,5,,,,
745,莫婆,mo5,摩,2.08戈,7,摩𩞁𥂓𡡉魔䯢磨劘𦟟𦣆䭩,16,16,明,m,重脣音,次濁,收聲,217,戈合1,o,平,5,,,,
746,昨禾,co5,矬,2.08戈,8,矬痤銼㭫睉,5,23,從,c,齒頭音,全濁,,217,戈合1,o,平,5,,,,
747,五禾,go5,訛,2.08戈,9,訛譌吪鈋囮魤𠂬,8,4,疑,g,牙音,次濁,收聲,217,戈合1,o,平,5,,,,
748,土禾,tho1,詑,2.08戈,10,詑𧦭涶䛢䜏,6,6,透,th,舌頭音,次清,送氣,217,戈合1,o,平,1,,,,
749,落戈,lo5,𩼊,2.08戈,11,𩼊摞騾驘𦿌鸁𣜄螺蠃𥢵𥡜𧄿𨰠覼腡蠡,23,40,來,l,半舌,次濁,收聲,217,戈合1,o,平,5,,,(鏍),
750,奴禾,no5,捼,2.08戈,12,捼䎠,2,8,泥,n,舌頭音,次濁,收聲,217,戈合1,o,平,5,,,,
751,博禾,po1,波,2.08戈,13,波皤紴嶓番碆,6,13,幫,p,重脣音,全清,發聲,217,戈合1,o,平,1,,,,
752,滂禾,pho1,頗,2.08戈,14,頗坡𨸭玻,5,14,滂,ph,重脣音,次清,送氣,217,戈合1,o,平,1,,,,
753,戸戈,ho5,和,2.08戈,15,和咊𤖱禾龢鉌䒩㗻盉,10,37,匣,h,喉音,全濁,送氣,217,戈合1,o,平,5,,,,
754,苦禾,kho1,科,2.08戈,16,科窠薖稞萪蝌㸰犐課簻䈖㽿髁𠏀,15,2,溪,kh,牙音,次清,送氣,217,戈合1,o,平,1,,,,
755,烏禾,Øo1,倭,2.08戈,17,倭濄渦涹𡑟踒𥟿,9,35,影,Ø,喉音,全清,發聲,217,戈合1,o,平,1,,,[窩]萵,
756,許𦚢,ho1,鞾,2.08戈,18,鞾靴𢪎㗾,5,36,曉,h,喉音,次清,送氣,217,戈合1,o,平,1,,,,
757,於靴,Øo1,𦚢,2.08戈,19,𦚢𠏃,4,35,影,Ø,喉音,全清,發聲,217,戈合1,o,平,1,,,,
758,去靴,kho1,𩨷,2.08戈,20,𩨷𩨭,4,2,溪,kh,牙音,次清,送氣,217,戈合1,o,平,1,,,,
759,求迦,khia5,伽,2.08戈,21,伽茄枷,3,3,群,kh,牙音,全濁,,221,戈開3,ia,平,5,,,,
760,丘伽,khia1,佉,2.08戈,22,佉呿㰦𠋧,5,2,溪,kh,牙音,次清,送氣,221,戈開3,ia,平,1,,,,
761,居伽,kia1,迦,2.08戈,23,迦,1,1,見,k,牙音,全清,發聲,221,戈開3,ia,平,1,,,,
762,醋伽,chia1,脞,2.08戈,24,脞㛗,2,22,清,ch,齒頭音,次清,送氣,221,戈開3,ia,平,1,,,,
763,子𩩆,co1,侳,2.08戈,25,侳𩛠,3,21,精,c,齒頭音,全清,發聲,217,戈合1,o,平,1,,,,
764,巨靴,kho5,瘸,2.08戈,26,瘸,1,3,群,kh,牙音,全濁,,217,戈合1,o,平,5,,,,
765,縷𩨷,lo5,𦣛,2.08戈,27,𦣛,2,40,來,l,半舌,次濁,收聲,217,戈合1,o,平,5,,,,
766,莫霞,ma5,麻,2.09麻,1,麻犘蟆𪓹𩔶痲𥂓㦄,11,16,明,m,重脣音,次濁,收聲,229,麻開2,a,平,5,,,,
767,尺遮,chia1,車,2.09麻,2,車硨,2,31,穿,ch,正齒近舌上,次清,送氣,237,麻開3,ia,平,1,,,,
768,式車,sia1,奢,2.09麻,3,奢賒畲,3,33,審,s,正齒近舌上,全清,送氣,237,麻開3,ia,平,1,,,,
769,以遮,Øia5,邪,2.09麻,4,邪耶瑘釾鎁椰擨斜䓉𦰳䔑𦭿𥯘,16,39,喻,Ø,喉音,次濁,發聲,237,麻開3,ia,平,5,,,(鋣)[揶]爺,
770,正奢,cia1,遮,2.09麻,5,遮𠌮㸙諸,5,30,照,c,正齒近舌上,全清,發聲,237,麻開3,ia,平,1,,,,
